Employee_ID,Age,Marital_Status,Distance_From_Home,Department,Job_Role,Business_Travel,Education_Field,Monthly_Income,Years_At_Company,Years_Since_Promotion,Job_Satisfaction,Performance_Rating,Work_Life_Balance,Attrition
EMP_2816,34.0,M,20.0,Research & Development,HR Manager,Non-Travel,Marketing,14683.0,10,1,3.0,3,2,NO
EMP_7841,58.0,single ,28.0,Human Resources,Marketing Executive,Travel_Frequently,Technical Degree,10250.0,5,0,3.0,4,2,N
EMP_6196,30.0,,27.0,Marketing,Operations Manager,Travel_Frequently,Technical Degree,,3,1,4.0,1,1,YES
EMP_3544,56.0,D,19.0,Research & Development,Legal Counsel,Travel_Frequently,Medical,21041.0,20,1,1.0,3,2,
EMP_4985,,D,20.0,Manufacturing,Operations Manager,Travel_Rarely,Life Sciences,,10,5,3.0,4,4,no
EMP_8873,24.0,S,6.0,Operations,Manufacturing Director,Travel_Rarely,Medical,4048.0,16,1,2.0,1,1,Y
EMP_6341,53.0,M,30.0,Research & Development,Legal Counsel,Travel_Rarely,Life Sciences,19199.0,1,1,4.0,3,3,
EMP_3746,24.0,married,17.0,Sales,Paralegal,Travel_Frequently,Life Sci,N/A,4,1,4.0,1,4,yes
EMP_1611,32.0,,1.0,Operations,Customer Service Rep,Travel_Rarely,Life Sci,18276.0,20,6,1.0,3,1,no
EMP_2015,42.0,S,5.0,Marketing,Production Technician,Travel_Frequently,Life Sciences,4911.0,1,0,3.0,3,2,Y
EMP_7190,57.0,D,10.0,Sales,Supply Chain Manager,Non-Travel,Arts,15126.0,16,2,2.0,3,1,
EMP_2742,48.0,Married,15.0,IT,Sales Representative,Travel_Frequently,Arts,12355.0,17,0,3.0,2,2,NO
EMP_6925,58.0,Married,6.0,IT,IT Manager,Travel_Rarely,Other,9448.0,18,1,,2,2,YES
EMP_3189,52.0,S,19.0,Legal,Manufacturing Director,Travel_Frequently,Technical Degree,,8,7,3.0,2,3,no
EMP_2883,55.0,single ,23.0,Legal,HR Manager,Travel_Frequently,Life Sci,15784.0,18,6,,1,1,NO
EMP_6579,26.0,D,5.0,Legal,Legal Counsel,Travel_Frequently,Life Sci,3454.0,16,6,4.0,2,1,N
EMP_1439,30.0,single ,8.0,Manufacturing,Marketing Manager,Travel_Rarely,MBA,12075.0,3,1,3.0,2,4,YES
EMP_5321,34.0,Married,21.0,IT,Legal Counsel,Non-Travel,Marketing,15041.0,8,3,4.0,4,3,N
EMP_8332,49.0,M,15.0,Research & Development,Recruiter,Travel_Frequently,Marketing,19866.0,17,0,2.0,2,1,N
EMP_2264,47.0,S,,Operations,Sales Representative,Travel_Rarely,Life Sci,4834.0,8,6,2.0,4,2,Yes
EMP_6647,54.0,single ,2.0,IT,Lab Technician,Non-Travel,Marketing,11443.0,15,10,1.0,3,2,YES
EMP_8542,44.0,married,16.0,Customer Support,Marketing Manager,Non-Travel,Marketing,100000.0,19,9,3.0,3,3,YES
EMP_5654,53.0,D,29.0,Customer Support,Operations Manager,Travel_Frequently,Life Sci,21082.0,8,2,4.0,3,1,N
EMP_6521,25.0,Single,11.0,Research & Development,Supply Chain Manager,Travel_Rarely,Marketing,18176.0,8,1,2.0,3,4,No
EMP_9420,24.0,Divorced,20.0,IT,Finance Analyst,Travel_Rarely,MBA,20084.0,16,0,2.0,3,2,N
EMP_2796,25.0,S,,Finance,Support Specialist,Non-Travel,MBA,22354.0,9,8,4.0,2,4,N
EMP_7049,42.0,Married,18.0,Customer Support,Customer Service Rep,Non-Travel,Medical,12073.0,6,5,3.0,2,1,
EMP_8528,38.0,single ,22.0,Manufacturing,Sales Executive,Travel_Frequently,Marketing,11526.0,17,6,3.0,1,4,
EMP_2008,48.0,S,18.0,Customer Support,Marketing Executive,Travel_Rarely,Marketing,20783.0,5,0,3.0,3,2,
EMP_9489,51.0,,3.0,Human Resources,Production Technician,Travel_Frequently,MBA,21237.0,17,6,4.0,3,1,N
EMP_6598,38.0,single ,4.0,Manufacturing,Legal Counsel,Travel_Rarely,Medical,15469.0,4,2,2.0,2,3,NO
EMP_5876,26.0,,11.0,Operations,Recruiter,Travel_Rarely,MBA,8640.0,2,1,1.0,4,2,
EMP_6863,31.0,Married,29.0,Human Resources,Finance Analyst,Travel_Rarely,Arts,17545.0,10,0,3.0,2,4,Yes
EMP_9278,35.0,,19.0,Research & Development,Support Specialist,Non-Travel,Life Sci,4295.0,1,0,1.0,3,4,Y
EMP_1924,58.0, Married ,8.0,Human Resources,HR Manager,Travel_Rarely,Arts,3243.0,6,4,3.0,1,3,Y
EMP_5844,44.0,M,24.0,Research & Development,Software Engineer,Travel_Rarely,Marketing,20837.0,6,6,1.0,4,1,No
EMP_3548,32.0,Single,9.0,Human Resources,IT Manager,Non-Travel,Marketing,16633.0,12,1,1.0,3,3,
EMP_4760,26.0,Single,23.0,Marketing,Customer Service Rep,Travel_Frequently,Medical,8941.0,14,2,1.0,4,3,N
EMP_5178,51.0,M,29.0,Manufacturing,Recruiter,Travel_Frequently,MBA,17024.0,6,5,4.0,3,1,
EMP_7702,57.0,M,29.0,Finance,Marketing Manager,Travel_Rarely,Medical,4739.0,100,2,4.0,3,2,no
EMP_4893,46.0,D,15.0,Research & Development,Manufacturing Director,Travel_Frequently,Arts,15424.0,17,4,3.0,4,4,N
EMP_7628,34.0,Married,27.0,IT,Research Scientist,Travel_Frequently,Med,10706.0,14,7,2.0,4,1,YES
EMP_9831,41.0,Married,,Operations,Marketing Manager,Non-Travel,Med,12052.0,8,7,2.0,2,4,Yes
EMP_1630,47.0,S,25.0,Manufacturing,Software Engineer,Travel_Rarely,Marketing,18821.0,20,4,1.0,2,1,N
EMP_4561,33.0,married,8.0,IT,Paralegal,Travel_Frequently,Arts,4052.0,18,1,4.0,2,1,YES
EMP_7489,52.0,S,14.0,Finance,IT Manager,Travel_Frequently,Med,11957.0,8,6,,3,1,N
EMP_4088,60.0,,3.0,Customer Support,Finance Analyst,Travel_Rarely,MBA,24705.0,9,8,1.0,1,1,
EMP_7750,,married,5.0,Human Resources,Paralegal,Travel_Rarely,Life Sciences,23965.0,9,8,4.0,2,4,No
EMP_1493,35.0,,19.0,Research & Development,Production Technician,Travel_Rarely,Life Sci,6759.0,14,9,2.0,2,1,
EMP_3912,45.0,D,3.0,Operations,Research Scientist,Non-Travel,Marketing,15009.0,9,1,2.0,1,2,
EMP_8843,60.0,Married,21.0,Research & Development,HR Manager,Travel_Frequently,MBA,11003.0,10,2,4.0,2,4,NO
EMP_8736,23.0,Divorced,7.0,,Software Engineer,Travel_Rarely,MBA,20966.0,20,5,2.0,2,2,Yes
EMP_8869,36.0,single ,9.0,Finance,Paralegal,Travel_Rarely,Medical,4604.0,18,9,,3,4,YES
EMP_2482,48.0, Married ,24.0,Marketing,Operations Manager,Travel_Frequently,MBA,8998.0,12,10,4.0,4,3,False
EMP_7045,50.0,Single,8.0,,Legal Counsel,Travel_Rarely,Life Sci,18712.0,14,5,3.0,2,2,
EMP_7986,57.0,Married,1.0,Operations,Lab Technician,Travel_Rarely,Marketing,9482.0,4,0,3.0,4,3,no
EMP_7441,22.0,Divorced,,Human Resources,Support Specialist,Travel_Frequently,Life Sci,5128.0,7,4,4.0,4,1,Yes
EMP_8145,47.0,married,18.0,Manufacturing,Finance Analyst,Travel_Rarely,Technical Degree,17162.0,6,6,,4,2,no
EMP_6486,35.0, Married ,3.0,Legal,Finance Analyst,Travel_Rarely,Marketing,21599.0,19,5,4.0,4,4,Y
EMP_9391,57.0, Married ,28.0,Manufacturing,Sales Executive,Travel_Rarely,Medical,4696.0,13,3,,1,1,yes
EMP_8185,45.0,S,14.0,Human Resources,IT Manager,Travel_Frequently,Life Sci,8969.0,18,4,1.0,1,3,no
EMP_7874,35.0,Divorced,4.0,Finance,Support Specialist,Travel_Frequently,MBA,7476.0,19,2,4.0,1,1,NO
EMP_6731,56.0,single ,5.0,Legal,IT Manager,Non-Travel,Life Sci,16719.0,17,2,1.0,2,3,yes
EMP_2061,22.0,Single,26.0,Research & Development,Legal Counsel,Travel_Rarely,Other,15518.0,15,6,4.0,1,1,Y
EMP_5905,52.0,single ,7.0,Research & Development,Supply Chain Manager,Travel_Rarely,Marketing,3239.0,4,4,2.0,2,3,
EMP_7216,41.0,single ,24.0,Sales,Recruiter,Non-Travel,Other,15622.0,5,4,2.0,2,3,Active
EMP_4376,22.0,S,28.0,Marketing,Research Scientist,Travel_Rarely,Life Sciences,TBD,9,4,3.0,4,4,N
EMP_9958,40.0,Married,1.0,Human Resources,Sales Representative,Travel_Rarely,Other,15002.0,9,5,4.0,1,1,
EMP_8791,,single ,25.0,Manufacturing,Production Technician,Travel_Rarely,Other,17127.0,18,0,3.0,4,1,NO
EMP_8616,55.0,M,21.0,Legal,Support Specialist,Travel_Frequently,Technical Degree,11850.0,20,8,4.0,1,3,N
EMP_6344,29.0,M,24.0,IT,Supply Chain Manager,Non-Travel,Technical Degree,12840.0,17,4,,4,4,yes
EMP_7025,37.0,Single,4.0,Human Resources,Manager,Travel_Frequently,Med,5686.0,13,5,4.0,4,1,N
EMP_1291,43.0,,8.0,Customer Support,Production Technician,Travel_Frequently,MBA,18562.0,18,9,3.0,1,4,YES
EMP_8134,40.0,D,17.0,Marketing,Supply Chain Manager,Travel_Frequently,Life Sci,24716.0,4,2,2.0,3,1,No
EMP_4379,32.0,,13.0,Customer Support,Operations Manager,NO,Technical Degree,22245.0,10,2,1.0,3,3,Yes
EMP_5784,31.0,single ,5.0,Human Resources,Lab Technician,Travel_Rarely,Marketing,8288.0,17,0,1.0,2,2,NO
EMP_3448,43.0,single ,18.0,Operations,Lab Technician,Travel_Frequently,Med,5067.0,2,1,1.0,1,4,N
EMP_6080,27.0,,25.0,Human Resources,HR Manager,Non-Travel,MBA,8669.0,1,1,4.0,4,1,Y
EMP_5416,35.0,S,29.0,Customer Support,Customer Service Rep,Non-Travel,Arts,13532.0,15,10,3.0,1,3,yes
EMP_8273,31.0,Single,29.0,IT,Sales Representative,Travel_Frequently,Other,3788.0,3,1,2.0,1,3,Yes
EMP_4006,38.0,married,19.0,Customer Support,Finance Analyst,Non-Travel,Life Sci,17556.0,19,5,3.0,3,4,N
EMP_7058,60.0,Divorced,6.0,IT,Operations Manager,Travel_Frequently,Marketing,22391.0,5,5,4.0,1,3,No
EMP_3274,57.0,Divorced,16.0,Research & Development,Lab Technician,Travel_Frequently,Technical Degree,10600.0,18,4,2.0,3,2,N
EMP_9524,52.0,Single,25.0,IT,Finance Analyst,Travel_Frequently,Arts,14162.0,8,1,1.0,3,2,
EMP_2111,30.0,D,14.0,Customer Support,Manufacturing Director,Non-Travel,Arts,7756.0,19,2,3.0,2,1,NO
EMP_9844,53.0,Divorced,2.0,Human Resources,Production Technician,Travel_Frequently,Technical Degree,13183.0,11,0,3.0,1,2,no
EMP_7201,31.0,D,15.0,IT,Paralegal,Travel_Frequently,Medical,19958.0,7,6,2.0,3,4,Yes
EMP_9625,44.0,married,3.0,IT,Marketing Executive,Non-Travel,Medical,13694.0,2,2,2.0,4,1,
EMP_8297,22.0,,14.0,Human Resources,Operations Manager,Non-Travel,Life Sci,4604.0,3,2,3.0,4,1,YES
EMP_9983,33.0,M,8.0,Marketing,Marketing Executive,Travel_Rarely,Medical,8523.0,14,6,1.0,3,2,N
EMP_1207,28.0,married,8.0,Human Resources,Legal Counsel,Travel_Frequently,Marketing,7207.0,3,0,4.0,4,1,yes
EMP_5424,29.0,Single,3.0,Legal,Accountant,Non-Travel,Marketing,10694.0,15,9,3.0,2,1,Y
EMP_6942,55.0,Single,8.0,Sales,Operations Manager,Travel_Rarely,Other,24246.0,4,2,4.0,3,3,
EMP_6854,47.0,M,17.0,Finance,Supply Chain Manager,Travel_Frequently,Life Sciences,11516.0,14,6,4.0,3,2,No
EMP_2630,50.0,D,28.0,IT,Software Engineer,Travel_Rarely,Life Sci,24422.0,9,0,1.0,4,3,no
EMP_1028,31.0,,30.0,Legal,Accountant,Non-Travel,Life Sci,20286.0,20,3,,2,2,yes
EMP_5001,36.0,D,15.0,IT,Sales Representative,Travel_Rarely,MBA,12919.0,12,8,3.0,1,1,0
EMP_6761,26.0,D,,Research & Development,Support Specialist,Travel_Frequently,Life Sci,8080.0,15,1,1.0,1,3,
EMP_7301,44.0,Divorced,3.0,Research & Development,Accountant,Non-Travel,Life Sciences,13458.0,6,6,3.0,4,1,no
EMP_6209,59.0,D,4.0,Marketing,Recruiter,NO,Life Sciences,4093.0,20,0,3.0,4,2,yes
EMP_4160,55.0,Divorced,4.0,Finance,Lab Technician,Travel_Frequently,MBA,15279.0,4,2,4.0,1,1,no
EMP_4793,44.0,,12.0,Operations,Sales Executive,Travel_Rarely,Med,15819.0,9,1,1.0,1,3,yes
EMP_2623,46.0, Married ,3.0,Human Resources,IT Manager,Non-Travel,Other,15285.0,8,0,3.0,4,2,N
EMP_7591,24.0,,13.0,Sales,Recruiter,Travel_Frequently,Marketing,15701.0,11,9,3.0,4,3,no
EMP_7835,29.0,Married,2.0,Marketing,Recruiter,Non-Travel,Life Sciences,20793.0,2,2,2.0,1,4,NO
EMP_7610,39.0,single ,30.0,Finance,Legal Counsel,Travel_Frequently,Other,6397.0,8,6,4.0,2,4,no
EMP_1958,32.0,S,22.0,Marketing,Support Specialist,Travel_Rarely,MBA,7338.0,10,0,3.0,4,1,N
EMP_2577,30.0,Divorced,4.0,Operations,Paralegal,Travel_Rarely,Life Sciences,3542.0,7,6,2.0,1,1,
EMP_4018,53.0, Married ,25.0,Human Resources,Research Scientist,Travel_Rarely,Technical Degree,21915.0,3,2,3.0,1,2,
EMP_9599,33.0,D,14.0,Human Resources,Legal Counsel,Travel_Rarely,Life Sci,3701.0,12,3,2.0,4,4,Yes
EMP_7349,26.0, Married ,30.0,Operations,Supply Chain Manager,Travel_Rarely,Technical Degree,12532.0,4,3,1.0,1,2,0
EMP_8777,39.0,Married,28.0,IT,Finance Analyst,Travel_Frequently,Marketing,11852.0,8,0,3.0,1,3,No
EMP_3638,999.0,single ,12.0,Manufacturing,Finance Analyst,Travel_Frequently,Marketing,10100.0,11,3,1.0,3,1,N
EMP_4694,54.0,Married,,Operations,Lab Technician,Travel_Rarely,Medical,11599.0,20,2,1.0,3,3,Yes
EMP_5927,46.0,Married,11.0,IT,Customer Service Rep,Non-Travel,Marketing,3633.0,11,8,3.0,2,3,Y
EMP_4107,38.0,S,12.0,Sales,Software Engineer,Non-Travel,Medical,50000.0,14,7,1.0,1,3,NO
EMP_8690,44.0,Divorced,13.0,Marketing,Software Engineer,Travel_Frequently,Arts,14719.0,3,1,1.0,2,2,Y
EMP_7483,24.0, Married ,10.0,IT,Paralegal,Travel_Frequently,Medical,22079.0,19,1,4.0,4,4,N
EMP_8008,36.0,Single,15.0,IT,Legal Counsel,Travel_Rarely,Life Sci,22904.0,7,6,4.0,4,1,
EMP_1004,57.0,Single,20.0,Legal,Research Scientist,Non-Travel,Other,12350.0,8,1,1.0,1,3,N
EMP_3106,,married,21.0,Human Resources,Sales Representative,Travel_Frequently,MBA,20211.0,4,3,4.0,1,1,No
EMP_3109,33.0,,7.0,Manufacturing,Recruiter,Travel_Frequently,Arts,17337.0,14,3,3.0,4,3,
EMP_3504,37.0,Married,4.0,Human Resources,Accountant,Travel_Frequently,Med,7798.0,100,3,2.0,3,3,yes
EMP_6881,49.0,Married,5.0,Marketing,Legal Counsel,Travel_Rarely,Life Sci,13548.0,6,6,2.0,3,2,Yes
EMP_9413,27.0,Single,3.0,Manufacturing,Lab Technician,Travel_Rarely,MBA,4544.0,4,4,4.0,4,1,No
EMP_7195,27.0,Divorced,17.0,Marketing,HR Manager,Non-Travel,Marketing,17353.0,12,9,3.0,2,1,Y
EMP_7016,28.0,,17.0,Marketing,Accountant,Travel_Rarely,Marketing,24533.0,1,1,2.0,4,2,NO
EMP_6790,56.0,Single,9.0,Customer Support,Research Scientist,Travel_Rarely,Life Sci,9906.0,10,7,3.0,1,1,NO
EMP_2057,51.0,Married,18.0,Finance,Lab Technician,Travel_Frequently,MBA,11789.0,11,6,4.0,1,4,Yes
EMP_1121,44.0,Divorced,26.0,IT,Finance Analyst,Non-Travel,Life Sci,,3,0,4.0,2,4,YES
EMP_3653,59.0,single ,10.0,Finance,Paralegal,Travel_Frequently,MBA,19009.0,11,2,4.0,2,2,YES
EMP_5683,26.0,single ,4.0,Operations,Marketing Executive,Non-Travel,Medical,21820.0,18,8,4.0,4,4,
EMP_5402,46.0,M,12.0,Human Resources,Customer Service Rep,Travel_Frequently,Marketing,4498.0,15,1,4.0,2,1,N
EMP_6460,26.0,S,16.0,Customer Support,Sales Executive,Travel_Frequently,Med,4890.0,12,0,4.0,3,1,
EMP_9575,46.0, Married ,27.0,Finance,Recruiter,Non-Travel,Life Sciences,8250.0,4,3,3.0,2,2,YES
EMP_7495,24.0,Married,4.0,Finance,Supply Chain Manager,Non-Travel,MBA,3463.0,16,1,2.0,2,1,N
EMP_6910,51.0,M,23.0,IT,HR Manager,Non-Travel,Marketing,16274.0,20,7,,1,2,No
EMP_1546,26.0,Married,28.0,Manufacturing,Customer Service Rep,Non-Travel,Medical,6749.0,1,0,2.0,4,1,yes
EMP_1673,59.0,D,3.0,IT,Production Technician,Non-Travel,Other,24083.0,14,1,4.0,3,4,N
EMP_8951,45.0,S,21.0,Manufacturing,Marketing Executive,Travel_Frequently,Technical Degree,21545.0,8,4,1.0,1,4,No
EMP_8363,49.0,Divorced,7.0,Sales,Marketing Manager,Travel_Frequently,Life Sci,21584.0,12,5,1.0,3,3,Y
EMP_1916,27.0,D,5.0,Legal,Marketing Manager,Travel_Rarely,Technical Degree,4758.0,200,9,2.0,1,2,yes
EMP_5796,50.0,Single,18.0,Operations,Customer Service Rep,Non-Travel,Life Sci,3478.0,9,7,1.0,3,1,
EMP_8678,29.0,Single,12.0,Research & Development,Finance Analyst,Travel_Rarely,MBA,16827.0,19,1,3.0,2,3,NO
EMP_7201,29.0,Divorced,11.0,Manufacturing,Supply Chain Manager,Travel_Frequently,MBA,20588.0,20,8,1.0,2,1,no
EMP_3675,26.0,,23.0,IT,Exec,Travel_Rarely,Technical Degree,3260.0,15,1,1.0,4,1,yes
EMP_9628,59.0,single ,11.0,Customer Support,Customer Service Rep,Travel_Rarely,Other,3886.0,19,2,1.0,3,3,YES
EMP_3453,25.0,M,18.0,Sales,Support Specialist,Travel_Rarely,MBA,9218.0,4,4,1.0,3,4,NO
EMP_3700,35.0,M,3.0,IT,Accountant,Travel_Frequently,Life Sci,7115.0,8,4,2.0,3,1,no
EMP_8859,TBD,S,17.0,Marketing,Software Engineer,Non-Travel,Med,22650.0,16,1,2.0,1,1,Y
EMP_1743,43.0, Married ,27.0,Marketing,Research Scientist,Travel_Frequently,Technical Degree,19006.0,19,5,4.0,4,4,No
EMP_3213,26.0,Married,22.0,Manufacturing,Marketing Manager,Non-Travel,Marketing,12056.0,17,1,3.0,2,3,No
EMP_3568,55.0,single ,11.0,Sales,Manufacturing Director,Non-Travel,Medical,7846.0,11,3,1.0,4,1,YES
EMP_8761,29.0,married,14.0,Sales,Paralegal,Non-Travel,Life Sciences,13193.0,10,3,2.0,1,4,yes
EMP_2806,60.0,Divorced,15.0,Manufacturing,Manufacturing Director,Travel_Frequently,Life Sci,16103.0,16,8,3.0,1,1,no
EMP_9775,39.0,Married,27.0,Customer Support,Recruiter,Travel_Rarely,MBA,9296.0,10,6,3.0,3,2,NO
EMP_9106,55.0,S,15.0,IT,Customer Service Rep,Travel_Frequently,Life Sciences,8865.0,11,5,4.0,2,2,no
EMP_3437,53.0, Married ,19.0,Finance,Customer Service Rep,Travel_Rarely,Life Sciences,24488.0,12,7,3.0,2,3,
EMP_4821,59.0,Married,4.0,Marketing,IT Manager,,Other,18894.0,11,6,3.0,2,2,
EMP_1115,29.0,Single,30.0,Customer Support,Paralegal,Travel_Rarely,Technical Degree,8895.0,14,10,3.0,4,3,NO
EMP_2145,47.0,single ,20.0,Sales,Manufacturing Director,Non-Travel,MBA,13160.0,3,2,2.0,4,3,
EMP_8600,52.0,married,22.0,IT,Sales Executive,Non-Travel,Arts,24228.0,5,2,2.0,3,1,NO
EMP_2308,24.0,M,16.0,Manufacturing,Manufacturing Director,Travel_Frequently,Marketing,10928.0,19,7,,3,1,Yes
EMP_7562,43.0,D,3.0,Sales,Marketing Manager,Travel_Frequently,Life Sci,16521.0,11,1,4.0,2,1,no
EMP_8350,38.0,M,7.0,Legal,Marketing Manager,Travel_Frequently,Arts,18350.0,7,1,4.0,1,3,Y
EMP_5779,22.0,M,2.0,Operations,Operations Manager,Travel_Rarely,Medical,3675.0,1,1,2.0,1,1,
EMP_9141,60.0,D,20.0,Manufacturing,Legal Counsel,Non-Travel,Life Sciences,11856.0,6,4,1.0,4,3,no
EMP_2380,36.0,single ,18.0,IT,Support Specialist,Non-Travel,Technical Degree,,18,7,4.0,4,2,Y
EMP_6798,57.0,D,17.0,Research & Development,Paralegal,Travel_Rarely,Arts,16370.0,4,0,1.0,4,1,
EMP_7666,60.0,D,14.0,Human Resources,Legal Counsel,Non-Travel,Marketing,8648.0,6,5,1.0,2,2,no
EMP_6225,40.0,single ,,Research & Development,Supply Chain Manager,Travel_Frequently,Life Sciences,22262.0,8,0,3.0,2,2,yes
EMP_2106,49.0, Married ,23.0,Customer Support,Manufacturing Director,Travel_Rarely,Med,8513.0,4,4,2.0,1,3,No
EMP_4212,43.0,M,26.0,IT,Research Scientist,Non-Travel,Arts,3661.0,10,9,3.0,2,4,Yes
EMP_7650,41.0,,26.0,Marketing,Lab Technician,Non-Travel,Marketing,24598.0,11,4,3.0,1,1,Y
EMP_5141,54.0,married,25.0,Customer Support,Research Scientist,Travel_Frequently,Life Sciences,13682.0,14,7,2.0,1,4,Y
EMP_4059,,,21.0,Marketing,Production Technician,Non-Travel,Life Sciences,,14,10,4.0,2,3,Y
EMP_2678,29.0,M,3.0,Customer Support,Research Scientist,Non-Travel,Life Sci,21591.0,16,10,4.0,3,2,No
EMP_2667,51.0,Single,5.0,Operations,Marketing Executive,Non-Travel,MBA,4201.0,12,1,4.0,4,1,NO
EMP_8647,56.0,,18.0,Research & Development,Marketing Executive,Travel_Rarely,MBA,7639.0,11,2,4.0,3,1,NO
EMP_5581,35.0,M,6.0,Legal,Operations Manager,Non-Travel,Med,16541.0,15,2,3.0,2,3,N
EMP_2811,33.0,M,15.0,Legal,Sales Representative,Travel_Rarely,MBA,5738.0,13,4,2.0,1,1,Y
EMP_1159,24.0,M,18.0,Manufacturing,Legal Counsel,Travel_Frequently,MBA,21854.0,17,1,1.0,1,3,YES
EMP_6403,54.0,S,28.0,Customer Support,Customer Service Rep,Non-Travel,Med,14821.0,12,7,4.0,2,1,YES
EMP_2219,35.0,single ,8.0,Manufacturing,Research Scientist,Travel_Rarely,Med,14318.0,4,1,1.0,3,2,N
EMP_8515,30.0,,8.0,Operations,Recruiter,Travel_Rarely,MBA,10108.0,2,2,3.0,3,3,no
EMP_7851,57.0,Married,7.0,Customer Support,Support Specialist,Travel_Frequently,Life Sci,24433.0,20,10,1.0,4,2,N
EMP_1805,48.0,S,30.0,Operations,Sales Representative,Travel_Frequently,Medical,23148.0,17,6,1.0,3,3,NO
EMP_8305,54.0,Divorced,16.0,Manufacturing,Research Scientist,Travel_Rarely,Med,9914.0,10,1,2.0,2,3,N
EMP_1811,51.0, Married ,11.0,Finance,Legal Counsel,Travel_Frequently,Life Sciences,13033.0,3,1,4.0,3,3,N
EMP_4105,56.0, Married ,13.0,Operations,Production Technician,Travel_Frequently,Technical Degree,7238.0,15,7,3.0,4,2,No
EMP_9923,32.0,Divorced,16.0,IT,Marketing Executive,Travel_Frequently,MBA,9230.0,12,8,3.0,2,2,
EMP_4409,53.0,M,10.0,Customer Support,Sales Representative,Non-Travel,Marketing,19078.0,12,0,4.0,4,2,Y
EMP_8021,52.0,S,14.0,Human Resources,IT Manager,Travel_Frequently,Technical Degree,16606.0,14,9,1.0,4,4,yes
EMP_7496,55.0,Divorced,29.0,Operations,Recruiter,Non-Travel,Marketing,24784.0,12,0,1.0,2,4,Y
EMP_2975,55.0, Married ,28.0,Marketing,Production Technician,Travel_Rarely,Life Sciences,11275.0,16,4,3.0,1,4,N
EMP_4018,57.0,Single,6.0,Customer Support,Recruiter,Travel_Frequently,Marketing,13382.0,17,4,2.0,1,4,N
EMP_3177,39.0,Single,21.0,Research & Development,Legal Counsel,Travel_Rarely,Marketing,17349.0,12,3,4.0,2,2,N
EMP_7617,52.0,married,18.0,Human Resources,Paralegal,Travel_Frequently,Medical,5831.0,16,9,,3,4,N
EMP_5563,48.0, Married ,21.0,Customer Support,Operations Manager,Travel_Frequently,Other,100000.0,17,0,4.0,3,3,N
EMP_5242,40.0,S,21.0,Research & Development,Marketing Manager,Travel_Rarely,Technical Degree,5190.0,17,10,1.0,1,2,
EMP_2082,24.0,married,18.0,IT,Operations Manager,Non-Travel,Medical,8044.0,7,4,3.0,3,1,Yes
EMP_7657,60.0, Married ,15.0,Operations,Software Engineer,Travel_Frequently,MBA,23065.0,19,3,3.0,2,2,NO
EMP_6242,50.0,,5.0,Manufacturing,Accountant,Travel_Frequently,Life Sci,7893.0,3,2,3.0,1,3,no
EMP_6824,23.0,S,27.0,Sales,HR Manager,Travel_Rarely,Med,4828.0,18,10,1.0,3,2,NO
EMP_7601,53.0,D,26.0,Operations,Sales Executive,Travel_Rarely,Life Sci,21318.0,20,8,1.0,4,4,
EMP_6787,54.0,S,25.0,Research & Development,Research Scientist,Travel_Frequently,Marketing,21408.0,4,3,3.0,3,1,Yes
EMP_8684,48.0,D,10.0,Finance,Paralegal,Travel_Frequently,Other,12968.0,15,8,2.0,1,4,Y
EMP_3021,45.0,D,9.0,Manufacturing,Marketing Manager,Travel_Frequently,Other,19844.0,6,2,2.0,3,3,Yes
EMP_3416,58.0,S,6.0,Human Resources,Supply Chain Manager,Travel_Rarely,Other,13889.0,9,6,4.0,1,4,Y
EMP_4884,23.0,Divorced,17.0,Research & Development,Sales Executive,Travel_Rarely,MBA,15463.0,20,2,4.0,4,2,N
EMP_2811,53.0,M,28.0,Manufacturing,Paralegal,Travel_Frequently,Technical Degree,5194.0,11,7,1.0,4,4,NO
EMP_3717,30.0,Divorced,10.0,Finance,Operations Manager,Travel_Frequently,Life Sciences,20090.0,14,8,2.0,2,2,N
EMP_1988,47.0,,20.0,Legal,HR Manager,Non-Travel,Other,20394.0,17,3,2.0,2,2,YES
EMP_5717,48.0,married,30.0,Sales,Sales Representative,Non-Travel,Other,10043.0,9,8,3.0,3,4,NO
EMP_2818,52.0,S,25.0,Customer Support,Customer Service Rep,Travel_Frequently,Marketing,4677.0,13,2,2.0,4,1,
EMP_5403,,Married,3.0,Marketing,Software Engineer,Travel_Rarely,Life Sciences,7494.0,3,0,1.0,3,3,NO
EMP_8588,31.0,D,15.0,Customer Support,Supply Chain Manager,Travel_Frequently,Med,,13,8,2.0,4,1,
EMP_8615,42.0, Married ,27.0,IT,Customer Service Rep,Travel_Rarely,Life Sciences,23116.0,2,1,,3,3,No
EMP_1732,-5.0,M,22.0,Sales,Supply Chain Manager,Travel_Rarely,Arts,19202.0,7,7,4.0,3,1,
EMP_6576,49.0,D,18.0,Operations,Paralegal,Non-Travel,Arts,15311.0,3,1,2.0,1,4,
EMP_4355,33.0,Married,6.0,Legal,Accountant,Non-Travel,Med,3799.0,15,0,4.0,3,4,
EMP_2642,51.0,Single,2.0,Human Resources,IT Manager,Non-Travel,Medical,3212.0,16,0,1.0,2,4,
EMP_9641,38.0,M,11.0,Human Resources,Supply Chain Manager,Travel_Frequently,Arts,23332.0,13,8,2.0,4,2,yes
EMP_1843,45.0,D,28.0,Operations,Research Scientist,Travel_Frequently,Life Sci,23793.0,6,1,3.0,2,2,NO
