EmployeeID,Age,Department,JobRole,MonthlyIncome,YearsAtCompany,YearsSinceLastPromotion,JobSatisfaction,Performance_Rating,Work_Life_Balance,Probability,Risk
EMP_2425,27.0,Marketing,Production Technician,7137.0,15,4,2.0,4,1,49.3,Medium Risk
EMP_8544,42.0,Customer Support,HR Manager,8348.0,2,2,2.0,3,2,49.3,Medium Risk
EMP_1573,30.0,Unknown,Marketing Manager,9757.0,6,0,3.0,2,4,49.29,Medium Risk
EMP_6576,49.0,Operations,Paralegal,15311.0,3,1,2.0,1,4,49.29,Medium Risk
EMP_8501,53.0,Manufacturing,Marketing Manager,13078.0,5,2,1.0,2,3,49.29,Medium Risk
EMP_1162,60.0,Finance,Customer Service Rep,7533.0,1,1,1.0,3,3,49.29,Medium Risk
EMP_1155,50.0,Legal,Operations Manager,16686.0,15,5,2.0,3,1,49.28,Medium Risk
EMP_6136,27.0,Marketing,Accountant,10048.0,12,4,2.0,4,3,49.28,Medium Risk
EMP_4721,44.0,Human Resources,Sales Representative,13974.5,14,0,3.0,2,2,49.26,Medium Risk
EMP_9590,26.0,Legal,Supply Chain Manager,18471.0,3,1,2.0,3,2,49.26,Medium Risk
EMP_9539,29.0,Finance,Marketing Manager,22709.0,8,0,1.0,3,1,49.24,Medium Risk
EMP_4125,41.0,Customer Support,Sales Representative,15710.0,19,2,2.0,2,2,49.24,Medium Risk
EMP_3866,52.0,Manufacturing,IT Manager,11526.0,20,10,1.0,1,1,49.24,Medium Risk
EMP_1165,44.0,Sales,Software Engineer,15164.0,15,3,2.0,4,2,49.24,Medium Risk
EMP_3523,53.0,IT,Accountant,18186.0,8,0,1.0,4,2,49.24,Medium Risk
EMP_6161,23.0,IT,Sales Representative,16397.0,16,0,1.0,1,1,49.23,Medium Risk
EMP_7046,56.0,Sales,Supply Chain Manager,13974.5,9,5,1.0,4,3,49.23,Medium Risk
EMP_6176,26.0,Manufacturing,Operations Manager,7734.0,16,2,3.0,4,3,49.22,Medium Risk
EMP_3265,46.0,Legal,Accountant,3673.0,14,4,4.0,4,1,49.21,Medium Risk
EMP_8836,34.0,Customer Support,Operations Manager,11208.0,16,0,3.0,4,3,49.19,Medium Risk
EMP_1956,30.0,Legal,Marketing Manager,13842.0,18,6,4.0,4,3,49.19,Medium Risk
EMP_6032,55.0,Marketing,Sales Representative,6998.0,20,7,2.0,3,3,49.18,Medium Risk
EMP_9410,25.0,Operations,Supply Chain Manager,22787.0,10,1,1.0,1,1,49.17,Medium Risk
EMP_6894,49.0,Customer Support,Marketing Manager,4992.0,12,4,2.0,1,3,49.17,Medium Risk
EMP_7016,28.0,Marketing,Accountant,24533.0,1,1,2.0,4,2,49.15,Medium Risk
EMP_4916,37.0,Legal,Sales Representative,19669.0,6,6,2.0,2,3,49.15,Medium Risk
EMP_5901,35.0,IT,IT Manager,14892.0,9,5,4.0,2,3,49.15,Medium Risk
EMP_4878,57.0,Sales,Lab Technician,5040.0,20,0,3.0,3,4,49.14,Medium Risk
EMP_8412,59.0,Customer Support,Executive,10414.0,1,0,2.0,2,2,49.14,Medium Risk
EMP_7742,48.0,Operations,Marketing Manager,16752.0,16,9,3.0,4,2,49.14,Medium Risk
EMP_7788,40.0,IT,Support Specialist,3165.0,14,3,1.0,1,2,49.13,Medium Risk
EMP_6080,27.0,Human Resources,HR Manager,8669.0,1,1,4.0,4,1,49.12,Medium Risk
EMP_9080,53.0,Human Resources,Recruiter,9279.0,5,1,4.0,4,1,49.12,Medium Risk
EMP_6589,40.0,Customer Support,Marketing Manager,12818.0,9,8,2.0,1,2,49.12,Medium Risk
EMP_6471,23.0,Operations,Accountant,16274.0,9,0,2.0,3,1,49.11,Medium Risk
EMP_6327,55.0,Human Resources,Lab Technician,13250.0,17,7,3.0,1,4,49.1,Medium Risk
EMP_7630,49.0,Finance,HR Manager,12050.0,15,10,1.0,2,1,49.1,Medium Risk
EMP_4412,57.0,Unknown,Production Technician,21038.0,14,0,1.0,4,1,49.09,Medium Risk
EMP_2930,50.0,Customer Support,Sales Representative,17850.0,20,4,4.0,3,3,49.08,Medium Risk
EMP_1689,34.0,IT,Research Scientist,21890.0,12,2,2.0,2,4,49.08,Medium Risk
EMP_9134,48.0,Operations,IT Manager,13274.0,40,3,4.0,3,1,49.08,Medium Risk
EMP_7755,53.0,Human Resources,Accountant,21188.0,2,0,4.0,2,1,49.07,Medium Risk
EMP_2596,24.0,Human Resources,Marketing Manager,24128.0,4,0,1.0,1,4,49.06,Medium Risk
EMP_3512,37.0,Sales,Paralegal,16584.0,2,0,1.0,2,4,49.06,Medium Risk
EMP_3570,54.0,Sales,Sales Representative,11655.0,5,0,2.0,3,4,49.05,Medium Risk
EMP_9897,58.0,Sales,Finance Analyst,11883.0,2,0,3.0,2,2,49.03,Medium Risk
EMP_1704,24.0,IT,Operations Manager,6253.0,10,4,2.0,4,2,49.03,Medium Risk
EMP_1969,27.0,IT,Operations Manager,20610.0,4,1,2.0,1,1,49.03,Medium Risk
EMP_5785,26.0,Legal,HR Manager,16042.0,11,2,3.0,2,2,49.02,Medium Risk
EMP_1853,43.0,IT,Marketing Manager,9628.0,12,6,1.0,1,1,49.02,Medium Risk
EMP_4964,43.0,Operations,Research Scientist,16794.0,15,2,1.0,3,1,49.02,Medium Risk
EMP_8624,29.0,Finance,Operations Manager,13439.0,1,1,2.0,4,3,49.01,Medium Risk
EMP_8806,56.0,Human Resources,Research Scientist,50000.0,3,2,1.0,3,1,49.0,Medium Risk
EMP_3004,56.0,Manufacturing,Research Scientist,22679.0,4,0,2.0,2,4,48.98,Medium Risk
EMP_6103,59.0,Customer Support,HR Manager,5583.0,8,0,3.0,3,3,48.98,Medium Risk
EMP_3709,45.0,Human Resources,Supply Chain Manager,13524.0,12,4,4.0,4,4,48.98,Medium Risk
EMP_1872,29.0,Customer Support,IT Manager,13974.5,8,7,2.0,4,3,48.96,Medium Risk
EMP_3419,42.0,Human Resources,Accountant,8022.0,9,0,1.0,3,3,48.96,Medium Risk
EMP_6644,48.0,Sales,Legal Counsel,14969.0,12,3,3.0,4,2,48.95,Medium Risk
EMP_6203,26.0,Customer Support,Marketing Manager,12458.0,7,2,1.0,4,2,48.95,Medium Risk
EMP_6737,39.0,Customer Support,Supply Chain Manager,18474.0,16,3,4.0,4,4,48.94,Medium Risk
EMP_8006,35.0,Sales,Supply Chain Manager,14621.0,13,10,2.0,3,1,48.93,Medium Risk
EMP_9510,55.0,Marketing,Marketing Manager,13974.5,6,3,3.0,1,1,48.92,Medium Risk
EMP_9467,44.0,Customer Support,Lab Technician,8089.0,3,1,4.0,4,1,48.92,Medium Risk
EMP_6748,56.0,Sales,Marketing Manager,15697.0,0,3,1.0,1,2,48.92,Medium Risk
EMP_3588,53.0,Customer Support,HR Manager,22086.0,2,1,2.0,3,2,48.92,Medium Risk
EMP_2238,42.0,Sales,Paralegal,23127.0,18,1,1.0,4,4,48.91,Medium Risk
EMP_8818,23.0,Customer Support,Lab Technician,13974.5,16,2,2.0,2,1,48.9,Medium Risk
EMP_3695,34.0,IT,Lab Technician,13974.5,13,6,1.0,1,1,48.89,Medium Risk
EMP_9929,34.0,Marketing,Sales Representative,13974.5,11,7,1.0,4,1,48.88,Medium Risk
EMP_7938,52.0,IT,Accountant,22590.0,12,6,3.0,2,1,48.87,Medium Risk
EMP_5272,25.0,Unknown,Marketing Manager,23948.0,6,0,1.0,4,3,48.86,Medium Risk
EMP_5806,36.0,Sales,Marketing Manager,15326.0,7,3,2.0,2,3,48.86,Medium Risk
EMP_6261,52.0,Marketing,Supply Chain Manager,24349.0,6,0,1.0,4,3,48.86,Medium Risk
EMP_3350,45.0,Sales,Sales Representative,19652.0,15,1,3.0,3,2,48.85,Medium Risk
EMP_1083,52.0,Marketing,HR Manager,4793.0,11,2,1.0,4,4,48.85,Medium Risk
EMP_8679,51.0,Operations,HR Manager,11000.0,3,1,1.0,2,3,48.84,Medium Risk
EMP_2894,34.0,IT,Paralegal,19020.0,15,0,1.0,4,2,48.83,Medium Risk
EMP_3453,39.0,Sales,Supply Chain Manager,9096.0,10,8,2.0,3,1,48.83,Medium Risk
EMP_2092,55.0,Marketing,Sales Representative,20800.0,14,0,4.0,2,2,48.81,Medium Risk
EMP_4992,56.0,Human Resources,Accountant,16133.0,19,6,2.0,3,2,48.81,Medium Risk
EMP_3888,54.0,Customer Support,Sales Representative,9462.0,7,1,2.0,1,3,48.81,Medium Risk
EMP_7362,33.0,Unknown,Supply Chain Manager,22526.0,1,1,1.0,4,1,48.81,Medium Risk
EMP_5190,46.0,Unknown,Lab Technician,3696.0,14,8,2.0,4,1,48.81,Medium Risk
EMP_4003,38.0,Customer Support,Supply Chain Manager,12162.0,13,3,2.0,3,2,48.79,Medium Risk
EMP_2451,59.0,Legal,Sales Executive,12148.0,12,2,3.0,3,1,48.79,Medium Risk
EMP_3259,30.0,Legal,Marketing Manager,22748.0,6,6,2.0,3,4,48.78,Medium Risk
EMP_5974,41.0,IT,HR Manager,7922.0,17,4,2.0,4,1,48.78,Medium Risk
EMP_6917,52.0,Marketing,HR Manager,10903.0,8,1,2.0,3,2,48.76,Medium Risk
EMP_6725,24.0,Human Resources,Operations Manager,5606.0,7,0,2.0,2,2,48.75,Medium Risk
EMP_6925,58.0,IT,IT Manager,9448.0,18,1,2.0,2,2,48.75,Medium Risk
EMP_7837,22.0,Marketing,Recruiter,13974.5,15,0,1.0,3,2,48.75,Medium Risk
EMP_5052,44.0,Finance,Lab Technician,12831.0,11,1,2.0,4,3,48.75,Medium Risk
EMP_8050,47.0,Human Resources,HR Manager,11594.0,11,0,3.0,1,1,48.74,Medium Risk
EMP_6597,56.0,Human Resources,Recruiter,5025.0,20,0,3.0,2,1,48.74,Medium Risk
EMP_1654,56.0,Sales,Sales Executive,7175.0,4,3,2.0,3,3,48.74,Medium Risk
EMP_1074,50.0,Legal,Supply Chain Manager,21672.0,8,0,4.0,1,2,48.74,Medium Risk
EMP_4286,50.0,Sales,Sales Representative,22975.0,0,1,1.0,4,1,48.72,Medium Risk
EMP_5648,53.0,IT,Lab Technician,14001.0,6,3,2.0,4,4,48.72,Medium Risk
EMP_1370,52.0,IT,Operations Manager,6603.0,9,2,1.0,2,4,48.72,Medium Risk
EMP_9406,45.0,Unknown,Recruiter,21573.0,4,0,2.0,4,1,48.71,Medium Risk
EMP_2640,36.0,Legal,Operations Manager,20395.0,6,2,2.0,4,2,48.7,Medium Risk
EMP_8235,40.0,Marketing,Accountant,11815.0,11,6,3.0,3,1,48.7,Medium Risk
EMP_6739,33.0,Operations,Recruiter,5492.0,18,3,2.0,2,1,48.69,Medium Risk
EMP_1891,36.0,Operations,Supply Chain Manager,13974.5,7,1,2.0,1,3,48.69,Medium Risk
EMP_9750,60.0,Customer Support,Lab Technician,7003.0,11,2,3.0,2,3,48.69,Medium Risk
EMP_6860,52.0,Human Resources,Lab Technician,22465.0,5,4,2.0,2,2,48.69,Medium Risk
EMP_4662,36.0,IT,Marketing Manager,8370.0,1,0,4.0,3,4,48.68,Medium Risk
EMP_8149,52.0,Legal,Supply Chain Manager,15603.0,13,3,1.0,3,1,48.68,Medium Risk
EMP_6310,52.0,Finance,Marketing Manager,23179.0,16,2,4.0,2,1,48.68,Medium Risk
EMP_6922,49.0,Unknown,Customer Service Rep,17612.0,1,0,3.0,4,3,48.68,Medium Risk
EMP_5774,53.0,Human Resources,Customer Service Rep,4629.0,40,4,2.0,4,3,48.67,Medium Risk
EMP_7413,51.0,Operations,Research Scientist,4714.0,2,1,2.0,4,1,48.67,Medium Risk
EMP_2639,32.0,Customer Support,Marketing Manager,20283.0,20,4,2.0,1,1,48.67,Medium Risk
EMP_8981,30.0,Legal,Paralegal,6874.0,13,6,1.0,3,2,48.66,Medium Risk
EMP_4587,25.0,Legal,Sales Representative,3206.0,5,5,2.0,3,3,48.66,Medium Risk
EMP_8305,54.0,Manufacturing,Research Scientist,9914.0,10,1,2.0,2,3,48.66,Medium Risk
EMP_6697,50.0,Human Resources,Supply Chain Manager,15369.0,13,1,2.0,2,2,48.66,Medium Risk
EMP_1750,35.0,Human Resources,Production Technician,19594.0,19,1,3.0,1,2,48.65,Medium Risk
EMP_6168,35.0,Legal,Paralegal,18958.0,20,1,1.0,3,1,48.65,Medium Risk
EMP_3912,45.0,Operations,Research Scientist,15009.0,9,1,2.0,1,2,48.64,Medium Risk
EMP_2676,42.0,Operations,Accountant,11062.0,18,2,1.0,1,2,48.64,Medium Risk
EMP_9220,33.0,Marketing,Supply Chain Manager,22810.0,1,1,2.0,1,1,48.63,Medium Risk
EMP_1376,25.0,Marketing,Paralegal,16016.0,6,5,1.0,4,2,48.62,Medium Risk
EMP_1925,52.0,Customer Support,Supply Chain Manager,21335.0,16,7,1.0,3,2,48.62,Medium Risk
EMP_1843,45.0,Operations,Research Scientist,23793.0,6,1,3.0,2,2,48.62,Medium Risk
EMP_7998,60.0,Operations,Software Engineer,4983.0,13,4,2.0,3,4,48.6,Medium Risk
EMP_5645,43.0,Finance,Sales Representative,19951.0,13,6,1.0,3,3,48.59,Medium Risk
EMP_7367,56.0,Manufacturing,Recruiter,10710.0,14,1,3.0,3,3,48.59,Medium Risk
EMP_7226,31.0,Operations,Supply Chain Manager,3297.0,12,0,3.0,4,4,48.59,Medium Risk
EMP_1224,42.0,IT,IT Manager,7496.0,12,3,4.0,3,3,48.58,Medium Risk
EMP_4865,51.0,Customer Support,HR Manager,11267.0,2,0,3.0,1,3,48.58,Medium Risk
EMP_6361,60.0,Unknown,Supply Chain Manager,17224.0,14,3,2.0,3,3,48.56,Medium Risk
EMP_3698,59.0,Sales,Marketing Manager,9821.0,1,0,2.0,1,1,48.56,Medium Risk
EMP_1536,24.0,Customer Support,Operations Manager,17449.0,1,0,3.0,1,1,48.55,Medium Risk
EMP_6729,41.0,Sales,Marketing Manager,13974.5,6,5,1.0,1,2,48.54,Medium Risk
EMP_5027,48.0,Legal,Research Scientist,11344.0,4,2,4.0,1,3,48.52,Medium Risk
EMP_7562,50.0,Legal,Sales Representative,12163.0,4,0,3.0,2,1,48.51,Medium Risk
EMP_7403,58.0,Human Resources,Staff,16662.0,15,3,3.0,1,1,48.51,Medium Risk
EMP_9162,54.0,Customer Support,HR Manager,12416.0,4,3,3.0,4,2,48.5,Medium Risk
EMP_2881,52.0,Customer Support,Lab Technician,12907.0,40,8,3.0,4,2,48.5,Medium Risk
EMP_6799,54.0,Operations,Lab Technician,15383.0,13,0,4.0,2,4,48.49,Medium Risk
EMP_8059,24.0,Finance,Research Scientist,19081.0,5,0,1.0,4,3,48.48,Medium Risk
EMP_8386,24.0,Operations,Production Technician,3599.0,1,0,1.0,1,3,48.48,Medium Risk
EMP_7908,37.0,Sales,Sales Representative,10816.0,7,1,1.0,2,1,48.47,Medium Risk
EMP_1846,52.0,Operations,Lab Technician,12016.0,3,2,3.0,2,4,48.46,Medium Risk
EMP_7461,32.0,Human Resources,HR Manager,22527.0,2,0,2.0,2,2,48.46,Medium Risk
EMP_7463,54.0,Customer Support,IT Manager,14010.0,6,3,1.0,2,4,48.45,Medium Risk
EMP_1835,59.0,Manufacturing,IT Manager,20797.0,12,0,1.0,4,4,48.45,Medium Risk
EMP_9341,49.0,Sales,Supply Chain Manager,5086.0,1,0,2.0,2,4,48.45,Medium Risk
EMP_7451,53.0,Manufacturing,HR Manager,24170.0,20,0,1.0,1,4,48.44,Medium Risk
EMP_4997,40.0,Legal,Marketing Manager,10708.0,18,4,3.0,3,4,48.44,Medium Risk
EMP_7559,25.0,Customer Support,HR Manager,24837.0,4,3,2.0,2,3,48.44,Medium Risk
EMP_6923,40.0,Finance,Sales Representative,4101.0,11,4,1.0,3,1,48.44,Medium Risk
EMP_2310,40.0,Human Resources,Executive,9521.0,17,3,3.0,2,4,48.43,Medium Risk
EMP_8468,49.0,Legal,Customer Service Rep,9154.0,8,1,1.0,4,4,48.43,Medium Risk
EMP_8844,59.0,Finance,Executive,13093.0,12,2,1.0,2,4,48.42,Medium Risk
EMP_7455,54.0,Operations,Operations Manager,4704.0,11,3,4.0,1,4,48.42,Medium Risk
EMP_4488,25.0,Sales,Research Scientist,24515.0,17,8,2.0,2,2,48.42,Medium Risk
EMP_8793,56.0,IT,Marketing Manager,6609.0,14,6,3.0,2,3,48.41,Medium Risk
EMP_2529,34.0,Legal,Marketing Manager,18551.0,5,2,1.0,1,1,48.41,Medium Risk
EMP_4320,29.0,Customer Support,Operations Manager,8338.0,3,2,1.0,3,3,48.39,Medium Risk
EMP_2920,58.0,Customer Support,IT Manager,5284.0,8,4,1.0,1,2,48.39,Medium Risk
EMP_3213,26.0,Manufacturing,Marketing Manager,12056.0,17,1,3.0,2,3,48.39,Medium Risk
EMP_3686,55.0,Marketing,Supply Chain Manager,14505.0,19,5,1.0,4,1,48.38,Medium Risk
EMP_9927,48.0,Legal,HR Manager,7729.0,20,9,3.0,3,1,48.38,Medium Risk
EMP_6623,33.0,Legal,Supply Chain Manager,13974.5,13,3,4.0,2,1,48.38,Medium Risk
EMP_3986,51.0,IT,HR Manager,6562.0,4,3,2.0,3,4,48.37,Medium Risk
EMP_4735,45.0,Operations,Sales Representative,20682.0,20,3,2.0,3,3,48.37,Medium Risk
EMP_7672,39.0,Customer Support,IT Manager,7255.0,20,0,4.0,4,4,48.36,Medium Risk
EMP_5690,59.0,Finance,Production Technician,10617.0,9,1,1.0,4,3,48.36,Medium Risk
EMP_2895,35.0,Human Resources,Operations Manager,13974.5,5,1,3.0,3,3,48.36,Medium Risk
EMP_2673,45.0,Marketing,Accountant,13974.5,12,5,3.0,4,4,48.36,Medium Risk
EMP_9435,36.0,Sales,Operations Manager,14191.0,14,1,1.0,4,3,48.36,Medium Risk
EMP_4937,54.0,Legal,Operations Manager,14385.0,13,8,3.0,4,3,48.35,Medium Risk
EMP_2254,44.0,Operations,Production Technician,16113.0,5,1,3.0,3,3,48.35,Medium Risk
EMP_4100,50.0,Legal,Research Scientist,22829.0,6,1,1.0,1,1,48.34,Medium Risk
EMP_4929,35.0,Customer Support,HR Manager,9914.0,9,1,2.0,4,4,48.34,Medium Risk
EMP_9641,46.0,Customer Support,Supply Chain Manager,11851.0,2,2,3.0,3,3,48.34,Medium Risk
EMP_5042,25.0,Customer Support,Research Scientist,12175.0,12,0,2.0,1,2,48.33,Medium Risk
EMP_6676,31.0,Operations,Software Engineer,7128.0,2,0,4.0,3,3,48.33,Medium Risk
EMP_3571,60.0,Finance,HR Manager,14174.0,1,0,2.0,3,4,48.33,Medium Risk
EMP_8609,41.0,Human Resources,HR Manager,10591.0,2,1,3.0,4,1,48.32,Medium Risk
EMP_9630,23.0,Operations,Lab Technician,22608.0,13,4,3.0,3,2,48.31,Medium Risk
EMP_5417,40.0,Operations,Research Scientist,6777.0,3,0,2.0,4,1,48.3,Medium Risk
EMP_8780,43.0,Finance,Support Specialist,11142.0,4,1,2.0,3,1,48.3,Medium Risk
EMP_1358,27.0,Operations,Finance Analyst,17298.0,14,3,3.0,2,3,48.29,Medium Risk
EMP_1732,48.0,Operations,Supply Chain Manager,19388.0,3,1,1.0,2,4,48.28,Medium Risk
EMP_7699,57.0,Marketing,Research Scientist,8320.0,3,0,1.0,4,2,48.28,Medium Risk
EMP_3403,59.0,Sales,Sales Representative,23814.0,3,1,4.0,4,1,48.28,Medium Risk
EMP_8757,47.0,Operations,Research Scientist,3093.0,8,0,3.0,2,3,48.27,Medium Risk
EMP_2284,42.0,Human Resources,Research Scientist,3720.0,10,2,2.0,2,1,48.27,Medium Risk
EMP_3855,56.0,Legal,IT Manager,15174.0,17,5,1.0,4,4,48.27,Medium Risk
EMP_5789,41.0,Unknown,Marketing Manager,23758.0,5,2,1.0,4,2,48.25,Medium Risk
EMP_7311,47.0,Human Resources,Lab Technician,6606.0,7,5,2.0,3,3,48.25,Medium Risk
EMP_4530,48.0,Marketing,Staff,11180.0,6,1,3.0,3,3,48.25,Medium Risk
EMP_9049,34.0,Operations,Operations Manager,20020.0,14,2,3.0,2,1,48.24,Medium Risk
EMP_1200,35.0,Finance,Marketing Manager,8192.0,3,3,2.0,2,1,48.24,Medium Risk
EMP_8508,40.0,Human Resources,Lab Technician,23240.0,10,0,3.0,4,3,48.23,Medium Risk
EMP_6647,54.0,IT,Lab Technician,11443.0,15,10,1.0,3,2,48.22,Medium Risk
EMP_7438,49.0,Human Resources,HR Manager,7344.0,20,5,1.0,4,3,48.22,Medium Risk
EMP_9068,48.0,Finance,Operations Manager,21418.0,15,8,4.0,3,3,48.22,Medium Risk
EMP_4594,52.0,Legal,Research Scientist,14471.0,14,1,1.0,1,4,48.2,Medium Risk
EMP_7184,51.0,Finance,Lab Technician,10869.0,14,5,4.0,1,2,48.2,Medium Risk
EMP_5644,23.0,Sales,Lab Technician,11708.0,5,5,1.0,4,1,48.19,Medium Risk
EMP_3186,36.0,Operations,Sales Representative,24139.0,20,5,2.0,1,1,48.19,Medium Risk
EMP_7199,53.0,Marketing,Staff,9819.0,16,4,3.0,2,4,48.17,Medium Risk
EMP_1159,43.0,Finance,Accountant,8816.0,9,1,2.0,4,2,48.17,Medium Risk
EMP_1429,44.0,Legal,Marketing Manager,21360.0,12,5,2.0,3,2,48.17,Medium Risk
EMP_8058,25.0,Legal,Lab Technician,14730.0,15,0,2.0,3,4,48.15,Medium Risk
EMP_7628,34.0,IT,Research Scientist,10706.0,14,7,2.0,4,1,48.14,Medium Risk
EMP_7382,39.0,Finance,Supply Chain Manager,6246.0,2,0,3.0,4,2,48.13,Medium Risk
EMP_5416,52.0,Customer Support,Sales Representative,15205.0,2,0,3.0,1,1,48.13,Medium Risk
EMP_6941,60.0,Operations,HR Manager,7850.0,15,5,2.0,1,1,48.13,Medium Risk
EMP_1340,29.0,Manufacturing,Marketing Manager,6551.0,17,1,1.0,2,2,48.13,Medium Risk
EMP_5043,59.0,Finance,Sales Representative,16909.0,4,2,4.0,2,1,48.13,Medium Risk
EMP_4038,41.0,Marketing,Marketing Manager,23678.0,11,7,2.0,3,4,48.12,Medium Risk
EMP_8948,41.0,IT,Accountant,6580.0,15,0,2.0,3,4,48.12,Medium Risk
EMP_5977,46.0,Operations,Paralegal,3337.0,1,1,3.0,4,3,48.12,Medium Risk
EMP_6132,42.0,Finance,Marketing Manager,13974.5,1,1,1.0,2,4,48.12,Medium Risk
EMP_7237,48.0,Human Resources,Support Specialist,5775.0,18,3,2.0,4,2,48.12,Medium Risk
EMP_2720,58.0,Marketing,Customer Service Rep,13974.5,16,2,4.0,4,4,48.11,Medium Risk
EMP_7892,31.0,Operations,Supply Chain Manager,24106.0,20,9,2.0,4,4,48.11,Medium Risk
EMP_5191,34.0,IT,Paralegal,9295.0,11,3,2.0,4,4,48.09,Medium Risk
EMP_5106,54.0,Human Resources,Lab Technician,17160.0,9,9,1.0,2,3,48.09,Medium Risk
EMP_9624,45.0,Operations,Marketing Manager,22014.0,16,1,2.0,1,2,48.09,Medium Risk
EMP_2506,26.0,Manufacturing,Staff,19552.0,6,3,4.0,3,3,48.08,Medium Risk
EMP_4722,41.0,Legal,Lab Technician,18424.0,17,8,3.0,1,1,48.06,Medium Risk
EMP_6899,49.0,Operations,Lab Technician,12539.0,18,6,4.0,1,3,48.05,Medium Risk
EMP_7064,38.0,Legal,Software Engineer,14873.0,6,1,3.0,3,1,48.05,Medium Risk
EMP_2648,56.0,Customer Support,Lab Technician,8449.0,12,5,1.0,4,4,48.05,Medium Risk
EMP_6122,24.0,Operations,IT Manager,13974.5,17,0,2.0,2,3,48.05,Medium Risk
EMP_1660,30.0,Sales,Sales Representative,15125.0,16,3,4.0,1,1,48.04,Medium Risk
EMP_5830,35.0,Finance,Sales Representative,14429.0,14,7,1.0,2,1,48.04,Medium Risk
EMP_8360,32.0,IT,Lab Technician,22764.0,16,5,1.0,1,3,48.04,Medium Risk
EMP_5663,41.0,Operations,Paralegal,11027.0,16,5,1.0,2,1,48.04,Medium Risk
EMP_5741,31.0,Sales,Sales Representative,3093.0,6,4,4.0,4,2,48.03,Medium Risk
EMP_4333,59.0,Operations,IT Manager,18639.0,7,6,1.0,4,1,48.03,Medium Risk
EMP_3641,25.0,Finance,Research Scientist,13974.5,6,0,1.0,4,1,48.01,Medium Risk
EMP_9770,58.0,Customer Support,Production Technician,12478.0,7,1,2.0,1,4,48.0,Medium Risk
EMP_3193,46.0,Operations,Operations Manager,22301.0,19,1,4.0,4,3,48.0,Medium Risk
EMP_8273,31.0,IT,Sales Representative,3788.0,3,1,2.0,1,3,47.99,Medium Risk
EMP_4379,32.0,Customer Support,Operations Manager,22245.0,10,2,1.0,3,3,47.99,Medium Risk
EMP_5583,57.0,Legal,IT Manager,12972.0,11,5,1.0,4,2,47.99,Medium Risk
EMP_7674,53.0,Operations,Research Scientist,12398.0,6,3,4.0,4,4,47.98,Medium Risk
EMP_9393,33.0,Legal,Accountant,11411.0,10,4,1.0,2,2,47.98,Medium Risk
EMP_2956,25.0,Customer Support,Lab Technician,8951.0,6,0,2.0,3,3,47.98,Medium Risk
EMP_6078,49.0,Marketing,Marketing Manager,23094.0,5,4,2.0,2,3,47.97,Medium Risk
EMP_1518,41.0,Human Resources,Marketing Manager,5522.0,16,6,3.0,4,4,47.96,Medium Risk
EMP_5922,55.0,Sales,Accountant,18742.0,20,1,4.0,3,4,47.96,Medium Risk
EMP_2363,51.0,Marketing,HR Manager,11106.0,1,1,1.0,3,1,47.96,Medium Risk
EMP_2374,36.0,Customer Support,Accountant,16325.0,2,2,1.0,1,4,47.96,Medium Risk
EMP_3748,42.0,Human Resources,Accountant,12976.0,40,4,3.0,2,2,47.96,Medium Risk
EMP_4041,40.0,Manufacturing,Support Specialist,22065.0,16,1,4.0,3,1,47.95,Medium Risk
EMP_4075,54.0,Customer Support,Lab Technician,13215.0,13,4,4.0,3,4,47.95,Medium Risk
EMP_3543,52.0,Legal,Supply Chain Manager,13974.5,3,1,4.0,1,2,47.95,Medium Risk
EMP_2623,46.0,Human Resources,IT Manager,15285.0,8,0,3.0,4,2,47.95,Medium Risk
EMP_7590,36.0,Marketing,IT Manager,9776.0,12,0,1.0,1,3,47.94,Medium Risk
EMP_7720,53.0,Customer Support,Software Engineer,23297.0,10,3,1.0,3,1,47.93,Medium Risk
EMP_1393,54.0,Marketing,Recruiter,16608.0,5,0,2.0,3,2,47.93,Medium Risk
EMP_5187,23.0,Customer Support,HR Manager,20573.0,7,5,2.0,4,3,47.93,Medium Risk
EMP_3305,40.0,Marketing,Support Specialist,20105.0,20,1,2.0,1,1,47.91,Medium Risk
EMP_6204,34.0,IT,Supply Chain Manager,6238.0,10,3,3.0,4,1,47.9,Medium Risk
EMP_2114,34.0,Marketing,Sales Representative,11615.0,12,8,1.0,4,1,47.9,Medium Risk
EMP_2161,34.0,Legal,Accountant,14102.0,17,6,3.0,1,2,47.9,Medium Risk
EMP_6031,46.0,IT,Supply Chain Manager,22164.0,6,3,2.0,3,1,47.9,Medium Risk
EMP_5895,26.0,Human Resources,Marketing Manager,12059.0,11,4,3.0,4,3,47.9,Medium Risk
EMP_9855,46.0,IT,Sales Executive,11097.0,1,1,1.0,4,4,47.89,Medium Risk
EMP_7017,59.0,Customer Support,Supply Chain Manager,18886.0,3,0,3.0,2,3,47.89,Medium Risk
EMP_4085,55.0,Human Resources,Legal Counsel,16485.0,9,4,4.0,3,2,47.88,Medium Risk
EMP_3192,38.0,Human Resources,HR Manager,10593.0,5,4,3.0,1,1,47.88,Medium Risk
EMP_3718,50.0,Manufacturing,Research Scientist,13725.0,13,0,1.0,3,1,47.87,Medium Risk
EMP_6816,56.0,Legal,Research Scientist,23911.0,3,0,2.0,3,4,47.86,Medium Risk
EMP_7754,30.0,Legal,IT Manager,22576.0,6,5,4.0,1,2,47.86,Medium Risk
