EmployeeID,Age,MaritalStatus,DistanceFromHome,Department,JobRole,BusinessTravel,EducationField,MonthlyIncome,YearsAtCompany,YearsSinceLastPromotion,JobSatisfaction,Performance_Rating,Work_Life_Balance,Attrition,Attrition_Predicted,Probability,Risk
EMP_6797,49.0,Married,5.0,Operations,Legal Counsel,Travel_Frequently,Other,3514.0,10,10,2.0,4,2,1,1,61.71,High Risk
EMP_3208,30.0,Unknown,26.0,Unknown,Sales Executive,Travel_Rarely,Medical,23022.0,16,5,1.0,3,2,1,1,70.04,High Risk
EMP_1244,36.0,Unknown,27.0,Legal,Customer Service Rep,Non-Travel,Medical,10693.0,14,0,1.0,1,3,1,1,68.53,High Risk
EMP_7370,59.0,Single,30.0,Operations,HR Manager,Travel_Frequently,Medical,16587.0,3,3,2.0,3,2,1,1,74.36,High Risk
EMP_9370,55.0,Married,1.0,Legal,Production Technician,Travel_Frequently,Arts,11388.0,8,3,1.0,1,3,1,1,65.76,High Risk
EMP_8125,25.0,Married,10.0,Operations,Production Technician,Non-Travel,Arts,13974.5,13,10,3.0,4,3,1,1,60.68,High Risk
EMP_1485,58.0,Divorced,19.0,Marketing,Marketing Manager,Travel_Frequently,Arts,11757.0,5,4,4.0,3,4,1,1,75.42,High Risk
EMP_7907,31.0,Single,12.0,Manufacturing,Operations Manager,Travel_Rarely,Other,7617.0,12,3,3.0,3,3,1,1,62.53,High Risk
EMP_8335,53.0,Single,9.0,Sales,Marketing Manager,Travel_Frequently,MBA,6903.0,8,5,2.0,1,2,1,1,70.17,High Risk
EMP_7974,50.0,Married,9.0,Sales,Lab Technician,Travel_Rarely,MBA,7096.0,4,1,1.0,1,3,1,1,65.75,High Risk
EMP_9161,47.0,Single,20.0,Operations,Paralegal,Travel_Rarely,Medical,10143.0,2,2,2.0,1,4,1,1,64.96,High Risk
EMP_4683,34.0,Single,22.0,IT,Paralegal,Non-Travel,Medical,24700.0,3,2,3.0,3,4,1,1,64.41,High Risk
EMP_1607,42.0,Divorced,13.0,Legal,Research Scientist,Travel_Rarely,MBA,8384.0,14,0,4.0,3,4,1,1,65.27,High Risk
EMP_9021,41.0,Married,8.0,Manufacturing,Production Technician,Travel_Rarely,Arts,17489.0,8,0,1.0,1,1,1,1,61.59,High Risk
EMP_7215,38.0,Divorced,27.0,Human Resources,Recruiter,Travel_Frequently,Medical,5143.0,13,2,4.0,1,4,1,1,69.86,High Risk
EMP_6690,45.0,Single,19.0,Operations,Customer Service Rep,Travel_Rarely,Life Sciences,22785.0,14,6,1.0,4,4,1,1,60.53,High Risk
EMP_6633,50.0,Married,11.0,Marketing,Marketing Manager,Non-Travel,MBA,7812.0,20,2,3.0,3,4,1,1,68.57,High Risk
EMP_4167,36.0,Single,29.0,Manufacturing,Sales Representative,Travel_Rarely,Medical,7990.0,18,2,3.0,4,3,1,1,64.79,High Risk
EMP_6882,50.0,Divorced,11.0,Manufacturing,Manager,Travel_Frequently,Arts,6301.0,12,8,3.0,1,3,1,1,62.5,High Risk
EMP_6603,45.0,Divorced,23.0,Legal,Customer Service Rep,Non-Travel,Medical,9476.0,6,2,4.0,4,2,1,1,68.44,High Risk
EMP_7181,57.0,Married,5.0,Operations,Accountant,Travel_Frequently,Other,13974.5,17,0,2.0,1,4,1,1,64.95,High Risk
EMP_6402,51.0,Married,16.0,Sales,Finance Analyst,Travel_Rarely,Technical Degree,9356.0,2,2,1.0,2,2,1,1,61.19,High Risk
EMP_2398,28.0,Single,3.0,Finance,Operations Manager,Non-Travel,Medical,19757.0,7,1,3.0,2,1,1,1,60.34,High Risk
EMP_7422,59.0,Divorced,8.0,Marketing,Marketing Executive,Travel_Rarely,Marketing,22350.0,8,6,1.0,2,1,1,1,66.61,High Risk
EMP_5707,23.0,Married,4.0,Finance,Paralegal,Travel_Rarely,Technical Degree,24908.0,3,1,1.0,2,3,1,1,66.91,High Risk
EMP_2550,60.0,Divorced,13.0,Finance,Executive,Travel_Frequently,Life Sciences,24102.0,0,4,4.0,4,3,1,1,69.52,High Risk
EMP_2931,25.0,Single,9.0,Unknown,Customer Service Rep,Travel_Frequently,Medical,4413.0,19,5,2.0,3,4,1,1,60.09,High Risk
EMP_6507,52.0,Married,20.0,Operations,Operations Manager,Travel_Rarely,Arts,9431.0,8,5,1.0,4,2,1,1,72.47,High Risk
EMP_3350,45.0,Married,21.0,Sales,Sales Representative,Travel_Rarely,Marketing,19652.0,15,1,3.0,3,2,1,1,65.77,High Risk
EMP_3497,33.0,Married,21.0,Manufacturing,IT Manager,Travel_Frequently,Arts,14340.0,1,1,4.0,1,3,1,1,65.35,High Risk
EMP_4600,27.0,Single,20.0,Human Resources,IT Manager,Travel_Frequently,Marketing,22476.0,17,9,2.0,2,2,1,1,62.19,High Risk
EMP_1734,40.0,Single,9.0,Operations,Paralegal,Travel_Frequently,Medical,8925.0,3,2,3.0,4,3,1,1,62.53,High Risk
EMP_6616,36.0,Divorced,6.0,Marketing,HR Manager,Non-Travel,Medical,11208.0,2,2,4.0,4,4,1,1,66.32,High Risk
EMP_7588,28.0,Single,25.0,Operations,Production Technician,Non-Travel,Arts,11990.0,11,6,4.0,2,3,1,1,65.04,High Risk
EMP_6253,47.0,Married,8.0,IT,Marketing Manager,Travel_Frequently,Life Sciences,7181.0,17,7,4.0,1,3,1,1,74.68,High Risk
EMP_5418,25.0,Divorced,21.0,IT,Recruiter,Non-Travel,Medical,5210.0,10,1,3.0,2,4,1,1,63.01,High Risk
EMP_5852,26.0,Unknown,14.0,Finance,Manufacturing Director,Non-Travel,Technical Degree,3138.0,18,6,2.0,4,4,1,1,62.79,High Risk
EMP_7139,56.0,Single,24.0,Sales,Marketing Manager,Travel_Frequently,MBA,21565.0,15,4,2.0,3,2,1,1,71.83,High Risk
EMP_6138,27.0,Unknown,11.0,Sales,Paralegal,Non-Travel,Arts,15506.0,17,6,2.0,1,4,1,1,65.67,High Risk
EMP_8884,28.0,Single,7.0,Operations,HR Manager,Travel_Rarely,Medical,23718.0,3,2,3.0,2,1,1,1,64.78,High Risk
EMP_9171,36.0,Unknown,17.0,Customer Support,Support Specialist,Non-Travel,Medical,21775.0,6,4,1.0,1,1,1,1,67.61,High Risk
EMP_8753,37.0,Divorced,19.0,Sales,Software Engineer,Non-Travel,Medical,9394.0,13,0,3.0,1,3,1,1,64.07,High Risk
EMP_3859,39.0,Unknown,15.0,Manufacturing,Software Engineer,Non-Travel,Medical,12995.0,13,0,2.0,3,4,1,1,66.08,High Risk
EMP_5027,48.0,Divorced,21.0,Legal,Research Scientist,Travel_Rarely,Arts,11344.0,4,2,4.0,1,3,1,1,70.76,High Risk
EMP_9999,23.0,Married,5.0,Legal,Lab Technician,Travel_Frequently,Medical,20732.0,14,5,2.0,4,3,1,1,63.6,High Risk
EMP_6242,35.0,Single,10.0,IT,Support Specialist,Non-Travel,MBA,21194.0,20,5,1.0,4,1,1,1,64.67,High Risk
EMP_8220,30.0,Divorced,11.0,Sales,Finance Analyst,Travel_Frequently,Medical,21803.0,19,9,2.0,3,2,1,1,60.81,High Risk
EMP_8343,32.0,Single,8.0,Marketing,Sales Executive,Travel_Frequently,Marketing,20593.0,14,7,1.0,2,4,1,1,62.37,High Risk
EMP_2791,28.0,Single,1.0,Legal,Lab Technician,Travel_Rarely,MBA,7768.0,13,4,2.0,2,3,1,1,63.01,High Risk
EMP_9475,37.0,Married,6.0,Marketing,Marketing Manager,Travel_Frequently,Technical Degree,8914.0,11,6,3.0,4,1,1,1,67.66,High Risk
EMP_5805,41.0,Single,11.0,Unknown,Marketing Manager,Travel_Rarely,Medical,6158.0,4,2,2.0,1,1,1,1,63.38,High Risk
EMP_5806,36.0,Married,4.0,Sales,Marketing Manager,Travel_Rarely,Medical,15326.0,7,3,2.0,2,3,1,1,66.15,High Risk
EMP_9383,23.0,Married,18.0,Customer Support,Marketing Executive,Travel_Rarely,Technical Degree,13974.5,9,1,3.0,4,4,1,1,63.73,High Risk
EMP_1643,59.0,Divorced,24.0,Marketing,Finance Analyst,Non-Travel,Medical,16158.0,12,5,2.0,4,4,1,1,66.38,High Risk
EMP_5588,53.0,Single,21.0,Unknown,Supply Chain Manager,Travel_Rarely,Medical,11735.0,19,0,3.0,2,2,1,1,62.84,High Risk
EMP_5180,41.0,Divorced,27.0,Manufacturing,Accountant,Travel_Frequently,Other,11960.0,16,6,1.0,1,2,1,1,64.21,High Risk
EMP_3867,41.0,Single,22.0,Human Resources,HR Manager,Non-Travel,Medical,23749.0,11,9,1.0,3,1,1,1,65.91,High Risk
EMP_9327,58.0,Married,27.0,IT,Software Engineer,Non-Travel,Life Sciences,18039.0,17,1,4.0,1,4,1,1,62.43,High Risk
EMP_8117,51.0,Married,2.0,Manufacturing,Support Specialist,Travel_Frequently,Marketing,15046.0,14,1,3.0,1,1,1,1,63.82,High Risk
EMP_8229,36.0,Single,21.0,IT,Research Scientist,Travel_Rarely,Medical,3066.0,20,6,2.0,3,2,1,1,62.18,High Risk
EMP_8734,44.0,Single,23.0,IT,Production Technician,Non-Travel,Marketing,5089.0,18,0,1.0,4,3,1,1,69.88,High Risk
EMP_8563,58.0,Married,7.0,Operations,Legal Counsel,Travel_Rarely,Medical,22406.0,18,2,1.0,4,4,1,1,71.78,High Risk
EMP_7724,32.0,Single,28.0,IT,Paralegal,Non-Travel,Medical,22335.0,16,3,1.0,1,3,1,1,63.64,High Risk
EMP_2447,49.0,Married,17.0,Operations,Lab Technician,Travel_Rarely,Marketing,3353.0,8,1,3.0,4,1,1,1,61.14,High Risk
EMP_2649,54.0,Unknown,1.0,Legal,Research Scientist,Travel_Frequently,Life Sciences,13974.5,2,1,4.0,3,2,1,1,62.23,High Risk
EMP_1659,36.0,Divorced,22.0,Operations,Marketing Manager,Travel_Rarely,Medical,21848.0,19,0,3.0,3,2,1,1,65.6,High Risk
EMP_4911,37.0,Married,25.0,Operations,Research Scientist,Non-Travel,Arts,8642.0,8,7,3.0,4,2,1,1,68.29,High Risk
EMP_5663,41.0,Single,19.0,Operations,Paralegal,Non-Travel,Arts,11027.0,16,5,1.0,2,1,1,1,69.03,High Risk
EMP_2567,23.0,Married,23.0,IT,Marketing Executive,Travel_Frequently,MBA,8904.0,12,9,4.0,2,1,1,1,63.01,High Risk
EMP_8873,29.0,Divorced,23.0,Legal,Sales Executive,Travel_Rarely,Marketing,17493.0,10,6,2.0,1,1,1,1,62.25,High Risk
EMP_1624,50.0,Single,7.0,Finance,Research Scientist,Travel_Rarely,Life Sciences,5412.0,8,6,3.0,3,1,1,1,63.29,High Risk
EMP_9911,45.0,Married,12.0,Operations,Recruiter,Non-Travel,Other,14597.0,2,1,1.0,2,4,1,1,64.05,High Risk
EMP_7745,40.0,Unknown,7.0,Finance,Sales Representative,Travel_Frequently,MBA,5062.0,1,0,3.0,4,4,1,1,64.97,High Risk
EMP_7380,28.0,Unknown,28.0,Sales,Accountant,Non-Travel,Life Sciences,10822.0,5,2,1.0,2,3,1,1,68.22,High Risk
EMP_9401,33.0,Single,1.0,Customer Support,Marketing Manager,Travel_Frequently,Other,8242.0,19,3,1.0,2,3,1,1,64.32,High Risk
EMP_9485,37.0,Married,25.0,Manufacturing,Support Specialist,Travel_Frequently,MBA,9941.0,20,3,3.0,1,2,1,1,65.73,High Risk
EMP_1039,60.0,Single,1.0,Marketing,Marketing Manager,Non-Travel,MBA,13974.5,15,1,2.0,3,1,1,1,70.57,High Risk
EMP_3791,44.0,Married,9.0,Unknown,Paralegal,Non-Travel,Arts,8467.0,2,1,1.0,4,4,1,1,68.18,High Risk
EMP_5649,40.0,Married,28.0,Sales,IT Manager,Travel_Frequently,Life Sciences,5811.0,3,1,2.0,3,1,1,1,64.6,High Risk
EMP_7288,25.0,Married,25.0,IT,Customer Service Rep,Non-Travel,Medical,6780.0,6,1,4.0,3,2,1,1,68.85,High Risk
EMP_9855,46.0,Unknown,10.0,IT,Sales Executive,Travel_Frequently,Life Sciences,11097.0,1,1,1.0,4,4,1,1,67.16,High Risk
EMP_1551,60.0,Divorced,1.0,Human Resources,Manufacturing Director,Travel_Rarely,Other,8007.0,20,6,3.0,3,1,1,1,66.06,High Risk
EMP_2626,25.0,Married,8.0,IT,Legal Counsel,Travel_Frequently,Life Sciences,20434.0,15,4,4.0,1,2,1,1,63.84,High Risk
EMP_4121,31.0,Married,14.0,Manufacturing,Accountant,Travel_Frequently,Marketing,22195.0,2,0,4.0,4,3,1,1,64.15,High Risk
EMP_4090,41.0,Divorced,26.0,Manufacturing,Sales Representative,Travel_Rarely,Medical,8716.0,16,10,4.0,2,4,1,1,62.19,High Risk
EMP_9197,35.0,Single,29.0,Customer Support,Sales Representative,Travel_Frequently,Life Sciences,13500.0,1,1,2.0,3,1,1,1,68.2,High Risk
EMP_5533,51.0,Unknown,21.0,Customer Support,Lab Technician,Non-Travel,Medical,24955.0,16,10,2.0,2,3,1,1,70.57,High Risk
EMP_3207,59.0,Single,27.0,Unknown,Finance Analyst,Travel_Frequently,Life Sciences,13976.0,8,5,2.0,4,2,1,1,71.47,High Risk
EMP_1412,29.0,Married,9.0,Sales,Supply Chain Manager,Travel_Rarely,Medical,3526.0,7,3,3.0,1,3,1,1,62.82,High Risk
EMP_4586,42.0,Single,26.0,Finance,IT Manager,Non-Travel,Life Sciences,16495.0,1,0,2.0,3,3,1,1,63.41,High Risk
EMP_4470,28.0,Divorced,8.0,Human Resources,Supply Chain Manager,Travel_Rarely,Medical,12059.0,20,10,3.0,3,1,1,1,66.59,High Risk
EMP_3832,26.0,Single,11.0,IT,Operations Manager,Non-Travel,Life Sciences,24874.0,6,5,3.0,2,2,1,1,65.34,High Risk
EMP_1602,23.0,Divorced,16.0,Legal,Sales Representative,Non-Travel,Life Sciences,7379.0,6,1,4.0,1,1,1,1,66.56,High Risk
EMP_9341,49.0,Divorced,7.0,Sales,Supply Chain Manager,Travel_Rarely,Life Sciences,5086.0,1,0,2.0,2,4,1,1,70.85,High Risk
EMP_3992,60.0,Single,7.0,Human Resources,Sales Executive,Travel_Frequently,Arts,3057.0,19,5,4.0,2,1,1,1,69.73,High Risk
EMP_8640,28.0,Single,21.0,Legal,Accountant,Travel_Rarely,Arts,9944.0,13,1,4.0,2,3,1,1,66.69,High Risk
EMP_6635,26.0,Single,14.0,Legal,Finance Analyst,Travel_Rarely,Marketing,19707.0,2,1,1.0,4,4,1,1,61.18,High Risk
EMP_6923,40.0,Married,6.0,Finance,Sales Representative,Travel_Frequently,Medical,4101.0,11,4,1.0,3,1,1,1,61.65,High Risk
EMP_2007,59.0,Married,16.0,Sales,Manufacturing Director,Travel_Frequently,Other,16499.0,3,1,4.0,2,1,1,1,68.85,High Risk
EMP_5592,46.0,Married,20.0,Legal,Customer Service Rep,Travel_Frequently,Marketing,9058.0,3,0,2.0,4,3,1,1,67.29,High Risk
EMP_5787,37.0,Married,4.0,Manufacturing,Operations Manager,Travel_Rarely,Life Sciences,20311.0,7,6,4.0,2,3,1,1,64.98,High Risk
EMP_3141,43.0,Single,22.0,Marketing,IT Manager,Travel_Frequently,MBA,19808.0,40,1,3.0,4,2,1,1,64.85,High Risk
EMP_7838,59.0,Unknown,16.0,Unknown,Operations Manager,Travel_Frequently,MBA,6631.0,7,1,2.0,1,4,1,1,69.33,High Risk
EMP_1488,55.0,Unknown,30.0,Finance,HR Manager,Travel_Rarely,Medical,19059.0,17,5,4.0,2,2,1,1,66.26,High Risk
EMP_8319,25.0,Divorced,13.0,Manufacturing,Software Engineer,Travel_Rarely,Medical,23992.0,7,6,3.0,3,1,1,1,65.86,High Risk
EMP_3648,30.0,Single,26.0,Manufacturing,Research Scientist,Travel_Rarely,Other,17774.0,8,2,2.0,3,1,1,1,64.92,High Risk
EMP_3287,34.0,Single,22.0,Human Resources,Executive,Travel_Frequently,Medical,3501.0,4,4,4.0,3,3,1,1,62.79,High Risk
EMP_1941,44.0,Single,1.0,Human Resources,Marketing Manager,Travel_Rarely,MBA,23444.0,17,7,1.0,2,2,1,1,60.78,High Risk
EMP_2615,29.0,Divorced,25.0,Customer Support,IT Manager,Travel_Rarely,Marketing,11542.0,13,6,3.0,2,2,1,1,65.18,High Risk
EMP_9983,50.0,Married,7.0,Manufacturing,Supply Chain Manager,Travel_Frequently,Other,3511.0,15,4,4.0,4,1,1,1,67.06,High Risk
EMP_2648,56.0,Married,8.0,Customer Support,Lab Technician,Non-Travel,MBA,8449.0,12,5,1.0,4,4,1,1,66.19,High Risk
EMP_3018,44.0,Married,4.0,Sales,Marketing Executive,Travel_Rarely,Other,13098.0,15,5,4.0,3,2,1,1,62.3,High Risk
EMP_9676,50.0,Divorced,11.0,Unknown,Operations Manager,Travel_Frequently,Life Sciences,19654.0,10,4,4.0,2,2,1,1,67.46,High Risk
EMP_7473,59.0,Divorced,7.0,Human Resources,Supply Chain Manager,Travel_Frequently,Life Sciences,22039.0,13,9,1.0,1,4,1,1,65.86,High Risk
EMP_2859,41.0,Married,29.0,Operations,Sales Representative,Travel_Frequently,Technical Degree,23932.0,20,7,3.0,3,3,1,1,62.81,High Risk
EMP_6197,57.0,Married,28.0,Unknown,HR Manager,Travel_Frequently,Marketing,11168.0,4,3,1.0,3,1,1,1,68.81,High Risk
EMP_3892,31.0,Married,24.0,Customer Support,Sales Executive,Non-Travel,Technical Degree,4858.0,9,1,1.0,1,4,1,1,62.37,High Risk
EMP_2784,58.0,Single,21.0,Marketing,Finance Analyst,Non-Travel,MBA,14025.0,10,1,2.0,1,1,1,1,66.97,High Risk
EMP_6318,24.0,Married,26.0,IT,Marketing Executive,Non-Travel,Medical,9646.0,10,8,1.0,2,1,1,1,63.37,High Risk
EMP_5142,28.0,Single,12.0,Human Resources,Research Scientist,Non-Travel,Life Sciences,8607.0,13,10,4.0,1,4,1,1,64.48,High Risk
EMP_3988,23.0,Single,3.0,Sales,Operations Manager,Non-Travel,Marketing,15061.0,20,0,2.0,2,2,1,1,60.53,High Risk
EMP_4847,34.0,Single,26.0,Sales,Research Scientist,Travel_Rarely,Life Sciences,11758.0,1,1,2.0,4,2,1,1,65.73,High Risk
EMP_9972,59.0,Single,20.0,Unknown,Recruiter,Non-Travel,Medical,22432.0,8,1,4.0,3,1,1,1,68.69,High Risk
EMP_8395,51.0,Single,3.0,Unknown,Supply Chain Manager,Travel_Frequently,MBA,6085.0,14,9,1.0,4,1,1,1,65.99,High Risk
EMP_3864,52.0,Unknown,17.0,Customer Support,Marketing Manager,Travel_Frequently,Medical,10577.0,1,0,4.0,4,3,1,1,71.25,High Risk
EMP_7190,23.0,Divorced,16.0,Unknown,Lab Technician,Travel_Frequently,Arts,3668.0,7,4,2.0,2,4,1,1,62.84,High Risk
EMP_9996,48.0,Single,5.0,Legal,Marketing Executive,Travel_Rarely,Life Sciences,16258.0,9,7,4.0,4,4,1,1,60.05,High Risk
EMP_9554,43.0,Single,3.0,Sales,Sales Executive,Travel_Rarely,Life Sciences,6157.0,9,0,4.0,4,4,1,1,60.6,High Risk
EMP_5107,25.0,Married,9.0,Unknown,Sales Executive,Travel_Rarely,Marketing,23991.0,9,4,4.0,1,1,1,1,60.41,High Risk
EMP_5470,56.0,Married,17.0,Unknown,Sales Representative,Non-Travel,Medical,19184.0,5,4,4.0,3,2,1,1,62.66,High Risk
EMP_3923,34.0,Single,14.0,Operations,Research Scientist,Non-Travel,Life Sciences,12440.0,6,2,3.0,1,3,1,1,68.38,High Risk
EMP_9421,22.0,Divorced,15.0,Unknown,IT Manager,Travel_Frequently,Medical,23949.0,16,7,3.0,1,2,1,1,61.08,High Risk
EMP_7662,29.0,Single,29.0,Human Resources,Supply Chain Manager,Non-Travel,Other,12797.0,13,2,4.0,2,1,1,1,67.51,High Risk
EMP_9995,42.0,Married,20.0,Customer Support,Lab Technician,Travel_Rarely,MBA,19253.0,13,4,1.0,1,3,1,1,62.99,High Risk
EMP_1687,41.0,Divorced,27.0,Unknown,Finance Analyst,Travel_Rarely,Medical,6634.0,4,4,1.0,2,3,1,1,65.73,High Risk
EMP_8158,41.0,Divorced,23.0,Human Resources,Marketing Executive,Travel_Rarely,MBA,5399.0,6,5,4.0,3,4,1,1,66.21,High Risk
EMP_7366,42.0,Single,21.0,Finance,Recruiter,Non-Travel,Technical Degree,12108.0,5,5,2.0,1,4,1,1,63.36,High Risk
EMP_1857,56.0,Single,28.0,Human Resources,IT Manager,Travel_Rarely,Other,19339.0,2,2,3.0,3,4,1,1,63.43,High Risk
EMP_3902,52.0,Single,30.0,Manufacturing,Marketing Manager,Non-Travel,Other,15867.0,6,5,4.0,3,3,1,1,72.17,High Risk
EMP_4953,55.0,Single,4.0,Marketing,Production Technician,Non-Travel,Medical,5902.0,20,9,3.0,3,3,1,1,63.63,High Risk
EMP_6659,30.0,Single,23.0,Sales,Customer Service Rep,Travel_Frequently,Other,4037.0,7,4,2.0,2,3,1,1,66.17,High Risk
EMP_6196,30.0,Unknown,27.0,Marketing,Operations Manager,Travel_Frequently,Technical Degree,13974.5,3,1,4.0,1,1,1,1,66.29,High Risk
EMP_2015,42.0,Single,5.0,Marketing,Production Technician,Travel_Frequently,Life Sciences,4911.0,1,0,3.0,3,2,1,1,63.73,High Risk
EMP_6925,58.0,Married,6.0,IT,IT Manager,Travel_Rarely,Other,9448.0,18,1,2.0,2,2,1,1,65.17,High Risk
EMP_2264,47.0,Single,16.0,Operations,Sales Representative,Travel_Rarely,Life Sciences,4834.0,8,6,2.0,4,2,1,1,63.83,High Risk
EMP_6647,54.0,Single,2.0,IT,Lab Technician,Non-Travel,Marketing,11443.0,15,10,1.0,3,2,1,1,66.54,High Risk
EMP_6863,31.0,Married,29.0,Human Resources,Finance Analyst,Travel_Rarely,Arts,17545.0,10,0,3.0,2,4,1,1,64.88,High Risk
EMP_9278,35.0,Unknown,19.0,Unknown,Support Specialist,Non-Travel,Life Sciences,4295.0,1,0,1.0,3,4,1,1,69.45,High Risk
EMP_1924,58.0,Married,8.0,Human Resources,HR Manager,Travel_Rarely,Arts,3243.0,6,4,3.0,1,3,1,1,69.14,High Risk
EMP_4561,33.0,Married,8.0,IT,Paralegal,Travel_Frequently,Arts,4052.0,18,1,4.0,2,1,1,1,70.33,High Risk
EMP_7441,22.0,Divorced,16.0,Human Resources,Support Specialist,Travel_Frequently,Life Sciences,5128.0,7,4,4.0,4,1,1,1,64.85,High Risk
EMP_6731,56.0,Single,5.0,Legal,IT Manager,Non-Travel,Life Sciences,16719.0,17,2,1.0,2,3,1,1,65.26,High Risk
EMP_6344,29.0,Married,24.0,IT,Supply Chain Manager,Non-Travel,Technical Degree,12840.0,17,4,2.0,4,4,1,1,64.77,High Risk
EMP_4379,32.0,Unknown,13.0,Customer Support,Operations Manager,Non-Travel,Technical Degree,22245.0,10,2,1.0,3,3,1,1,75.5,High Risk
EMP_6080,27.0,Unknown,25.0,Human Resources,HR Manager,Non-Travel,MBA,8669.0,1,1,4.0,4,1,1,1,64.77,High Risk
EMP_8273,31.0,Single,29.0,IT,Sales Representative,Travel_Frequently,Other,3788.0,3,1,2.0,1,3,1,1,66.1,High Risk
EMP_8297,22.0,Unknown,14.0,Human Resources,Operations Manager,Non-Travel,Life Sciences,4604.0,3,2,3.0,4,1,1,1,65.46,High Risk
EMP_1207,28.0,Married,8.0,Human Resources,Legal Counsel,Travel_Frequently,Marketing,7207.0,3,0,4.0,4,1,1,1,61.95,High Risk
EMP_5424,29.0,Single,3.0,Legal,Accountant,Non-Travel,Marketing,10694.0,15,9,3.0,2,1,1,1,65.59,High Risk
EMP_1028,31.0,Unknown,30.0,Legal,Accountant,Non-Travel,Life Sciences,20286.0,20,3,2.0,2,2,1,1,69.87,High Risk
EMP_4793,44.0,Unknown,12.0,Operations,Sales Executive,Travel_Rarely,Medical,15819.0,9,1,1.0,1,3,1,1,66.32,High Risk
EMP_9599,33.0,Divorced,14.0,Human Resources,Legal Counsel,Travel_Rarely,Life Sciences,3701.0,12,3,2.0,4,4,1,1,62.42,High Risk
EMP_4694,54.0,Married,16.0,Operations,Lab Technician,Travel_Rarely,Medical,11599.0,20,2,1.0,3,3,1,1,67.95,High Risk
EMP_8690,44.0,Divorced,13.0,Marketing,Software Engineer,Travel_Frequently,Arts,14719.0,3,1,1.0,2,2,1,1,68.59,High Risk
EMP_3504,37.0,Married,4.0,Human Resources,Accountant,Travel_Frequently,Medical,7798.0,40,3,2.0,3,3,1,1,62.65,High Risk
EMP_6881,49.0,Married,5.0,Marketing,Legal Counsel,Travel_Rarely,Life Sciences,13548.0,6,6,2.0,3,2,1,1,62.9,High Risk
EMP_2057,51.0,Married,18.0,Finance,Lab Technician,Travel_Frequently,MBA,11789.0,11,6,4.0,1,4,1,1,63.47,High Risk
EMP_3653,59.0,Single,10.0,Finance,Paralegal,Travel_Frequently,MBA,19009.0,11,2,4.0,2,2,1,1,61.57,High Risk
EMP_1546,26.0,Married,28.0,Manufacturing,Customer Service Rep,Non-Travel,Medical,6749.0,1,0,2.0,4,1,1,1,69.3,High Risk
EMP_8363,49.0,Divorced,7.0,Sales,Marketing Manager,Travel_Frequently,Life Sciences,21584.0,12,5,1.0,3,3,1,1,67.78,High Risk
EMP_3675,26.0,Unknown,23.0,IT,Executive,Travel_Rarely,Technical Degree,3260.0,15,1,1.0,4,1,1,1,65.47,High Risk
EMP_9628,59.0,Single,11.0,Customer Support,Customer Service Rep,Travel_Rarely,Other,3886.0,19,2,1.0,3,3,1,1,70.6,High Risk
EMP_2308,24.0,Married,16.0,Manufacturing,Manufacturing Director,Travel_Frequently,Marketing,10928.0,19,7,2.0,3,1,1,1,63.7,High Risk
EMP_4212,43.0,Married,26.0,IT,Research Scientist,Non-Travel,Arts,3661.0,10,9,3.0,2,4,1,1,66.24,High Risk
EMP_7650,41.0,Unknown,26.0,Marketing,Lab Technician,Non-Travel,Marketing,24598.0,11,4,3.0,1,1,1,1,67.94,High Risk
EMP_5141,54.0,Married,25.0,Customer Support,Research Scientist,Travel_Frequently,Life Sciences,13682.0,14,7,2.0,1,4,1,1,60.14,High Risk
EMP_4409,53.0,Married,10.0,Customer Support,Sales Representative,Non-Travel,Marketing,19078.0,12,0,4.0,4,2,1,1,66.89,High Risk
EMP_8021,52.0,Single,14.0,Human Resources,IT Manager,Travel_Frequently,Technical Degree,16606.0,14,9,1.0,4,4,1,1,62.81,High Risk
EMP_2082,24.0,Married,18.0,IT,Operations Manager,Non-Travel,Medical,8044.0,7,4,3.0,3,1,1,1,63.71,High Risk
EMP_6787,54.0,Single,25.0,Unknown,Research Scientist,Travel_Frequently,Marketing,21408.0,4,3,3.0,3,1,1,1,69.32,High Risk
EMP_1988,47.0,Unknown,20.0,Legal,HR Manager,Non-Travel,Other,20394.0,17,3,2.0,2,2,1,1,61.74,High Risk
EMP_5801,52.0,Married,9.0,Human Resources,Customer Service Rep,Travel_Rarely,Medical,24418.0,3,2,3.0,4,2,1,1,62.56,High Risk
EMP_5266,24.0,Unknown,16.0,Legal,Marketing Manager,Travel_Rarely,Life Sciences,16717.0,15,4,3.0,4,1,1,1,66.08,High Risk
EMP_8559,32.0,Unknown,15.0,Marketing,IT Manager,Travel_Frequently,MBA,20186.0,4,1,1.0,1,3,1,1,69.71,High Risk
EMP_7906,26.0,Married,25.0,Finance,HR Manager,Non-Travel,MBA,5586.0,7,4,2.0,4,2,1,1,60.03,High Risk
EMP_6807,22.0,Unknown,29.0,Finance,Sales Representative,Travel_Rarely,Medical,18969.0,4,0,1.0,3,4,1,1,68.12,High Risk
EMP_7316,59.0,Married,16.0,Sales,Research Scientist,Travel_Frequently,Arts,17556.0,8,1,2.0,3,1,1,1,71.26,High Risk
EMP_3960,59.0,Unknown,18.0,Human Resources,Sales Executive,Travel_Rarely,Medical,24354.0,4,1,1.0,3,1,1,1,74.66,High Risk
