EmployeeID,Age,Department,JobRole,MonthlyIncome,YearsAtCompany,YearsSinceLastPromotion,JobSatisfaction,Performance_Rating,Work_Life_Balance,Probability,Risk
EMP_6131,41.0,Manufacturing,Legal Counsel,23135.0,19,1,2.0,3,2,39.3,Low Risk
EMP_7913,41.0,Customer Support,Sales Executive,5105.0,5,2,1.0,1,3,39.3,Low Risk
EMP_6345,41.0,Operations,Legal Counsel,16377.0,12,7,2.0,4,2,39.3,Low Risk
EMP_9390,34.0,Finance,Operations Manager,22171.0,18,9,1.0,4,4,39.29,Low Risk
EMP_4196,49.0,Finance,Legal Counsel,13508.0,15,3,2.0,4,1,39.28,Low Risk
EMP_4406,41.0,Legal,Production Technician,16149.0,5,1,2.0,1,1,39.28,Low Risk
EMP_9599,33.0,Human Resources,Legal Counsel,3701.0,12,3,2.0,4,4,39.28,Low Risk
EMP_1496,25.0,IT,Customer Service Rep,23658.0,19,6,1.0,1,3,39.27,Low Risk
EMP_4259,55.0,Marketing,Production Technician,13974.5,14,7,2.0,1,4,39.27,Low Risk
EMP_7462,52.0,Marketing,Sales Representative,20902.0,14,10,3.0,3,2,39.27,Low Risk
EMP_7018,28.0,Marketing,Accountant,8304.0,14,9,3.0,1,3,39.27,Low Risk
EMP_7639,38.0,Legal,Support Specialist,11744.0,12,8,1.0,3,2,39.26,Low Risk
EMP_8443,42.0,IT,Accountant,23662.0,2,0,3.0,1,3,39.26,Low Risk
EMP_7588,28.0,Operations,Production Technician,11990.0,11,6,4.0,2,3,39.25,Low Risk
EMP_6140,41.0,Legal,Support Specialist,3661.0,10,1,4.0,4,2,39.25,Low Risk
EMP_9000,32.0,Finance,Research Scientist,22136.0,12,7,3.0,4,1,39.25,Low Risk
EMP_4376,22.0,Marketing,Research Scientist,13974.5,9,4,3.0,4,4,39.25,Low Risk
EMP_6093,41.0,Customer Support,Customer Service Rep,12529.0,16,3,3.0,4,3,39.25,Low Risk
EMP_7869,58.0,Finance,Research Scientist,8305.0,9,6,4.0,1,2,39.24,Low Risk
EMP_2006,22.0,Human Resources,Accountant,13974.5,2,0,3.0,1,4,39.24,Low Risk
EMP_7915,47.0,Marketing,Recruiter,14665.0,14,4,4.0,1,2,39.24,Low Risk
EMP_4800,26.0,Unknown,Sales Representative,11533.0,5,4,2.0,3,4,39.24,Low Risk
EMP_6820,51.0,Finance,Paralegal,13974.5,16,6,1.0,3,2,39.24,Low Risk
EMP_7177,41.0,Marketing,Recruiter,6303.0,12,2,4.0,1,1,39.24,Low Risk
EMP_7285,34.0,Customer Support,Legal Counsel,4319.0,13,6,1.0,4,2,39.23,Low Risk
EMP_1387,58.0,Unknown,Support Specialist,16864.0,2,0,3.0,1,3,39.22,Low Risk
EMP_4224,31.0,Marketing,Marketing Executive,8821.0,3,3,3.0,4,3,39.22,Low Risk
EMP_5322,45.0,Operations,Operations Manager,19545.0,17,9,2.0,1,1,39.22,Low Risk
EMP_1585,35.0,Unknown,Supply Chain Manager,23121.0,2,1,2.0,2,3,39.21,Low Risk
EMP_5332,36.0,Finance,Accountant,13056.0,15,5,2.0,3,3,39.21,Low Risk
EMP_4993,32.0,Customer Support,HR Manager,19980.0,14,6,3.0,3,4,39.2,Low Risk
EMP_2703,26.0,Marketing,Sales Representative,11223.0,15,10,4.0,4,3,39.2,Low Risk
EMP_2598,46.0,Sales,Software Engineer,19835.0,16,10,4.0,4,4,39.19,Low Risk
EMP_4611,36.0,Legal,Support Specialist,22726.0,1,0,4.0,4,3,39.19,Low Risk
EMP_9825,33.0,Customer Support,Sales Executive,20462.0,3,1,2.0,3,3,39.19,Low Risk
EMP_3289,47.0,Sales,Support Specialist,12711.0,7,7,4.0,4,2,39.19,Low Risk
EMP_2490,42.0,Sales,Paralegal,11190.0,6,4,4.0,2,2,39.18,Low Risk
EMP_9146,48.0,Sales,Software Engineer,23728.0,7,0,4.0,1,2,39.18,Low Risk
EMP_1727,27.0,Finance,HR Manager,13974.5,19,9,1.0,3,3,39.18,Low Risk
EMP_7216,41.0,Sales,Recruiter,15622.0,5,4,2.0,2,3,39.18,Low Risk
EMP_7392,28.0,Marketing,Operations Manager,17223.0,13,5,3.0,3,2,39.17,Low Risk
EMP_2212,23.0,IT,Recruiter,8305.0,20,1,4.0,2,2,39.17,Low Risk
EMP_2272,43.0,Unknown,Paralegal,5635.0,16,7,2.0,2,1,39.17,Low Risk
EMP_9004,53.0,IT,Production Technician,13974.5,13,5,3.0,1,1,39.17,Low Risk
EMP_5769,26.0,Unknown,Software Engineer,15644.0,10,3,2.0,1,2,39.17,Low Risk
EMP_9328,55.0,Legal,Finance Analyst,4591.0,18,6,4.0,1,4,39.17,Low Risk
EMP_1182,36.0,Sales,Lab Technician,10868.0,17,9,4.0,2,2,39.16,Low Risk
EMP_3180,30.0,Legal,Support Specialist,23033.0,10,2,2.0,2,1,39.16,Low Risk
EMP_1948,41.0,Finance,Customer Service Rep,9298.0,11,1,1.0,3,4,39.16,Low Risk
EMP_6313,30.0,Sales,Support Specialist,23570.0,2,0,2.0,4,3,39.16,Low Risk
EMP_2056,47.0,Finance,Paralegal,13974.5,7,6,3.0,4,1,39.16,Low Risk
EMP_3578,27.0,Unknown,Supply Chain Manager,20738.0,16,4,2.0,2,1,39.15,Low Risk
EMP_6291,36.0,Marketing,Sales Executive,10623.0,5,1,3.0,4,1,39.15,Low Risk
EMP_9725,37.0,IT,Finance Analyst,16829.0,13,5,2.0,2,1,39.14,Low Risk
EMP_1911,28.0,IT,Recruiter,3807.0,17,7,4.0,2,3,39.14,Low Risk
EMP_4565,54.0,Finance,Production Technician,15445.0,12,7,1.0,4,4,39.14,Low Risk
EMP_1992,26.0,Human Resources,Accountant,20952.0,9,5,3.0,1,1,39.14,Low Risk
EMP_7983,54.0,Legal,Manufacturing Director,8791.0,19,6,3.0,2,1,39.14,Low Risk
EMP_1073,26.0,Legal,Sales Executive,13399.0,5,4,2.0,4,1,39.13,Low Risk
EMP_7637,49.0,Unknown,Operations Manager,22969.0,6,1,3.0,2,3,39.13,Low Risk
EMP_9327,58.0,IT,Software Engineer,18039.0,17,1,4.0,1,4,39.13,Low Risk
EMP_2032,40.0,Manufacturing,Finance Analyst,3455.0,7,1,3.0,3,2,39.13,Low Risk
EMP_3314,54.0,Marketing,Operations Manager,15621.0,18,2,4.0,1,1,39.13,Low Risk
EMP_7872,46.0,Customer Support,Legal Counsel,13974.5,10,9,1.0,3,2,39.12,Low Risk
EMP_4595,56.0,Marketing,Accountant,20895.0,20,3,4.0,3,4,39.11,Low Risk
EMP_8193,45.0,Marketing,Paralegal,21230.0,13,6,4.0,4,2,39.11,Low Risk
EMP_7225,24.0,Marketing,Customer Service Rep,5629.0,20,3,1.0,4,4,39.11,Low Risk
EMP_2373,23.0,Manufacturing,Support Specialist,21864.0,18,0,3.0,2,4,39.1,Low Risk
EMP_6625,47.0,Manufacturing,Legal Counsel,8582.0,14,2,4.0,1,4,39.1,Low Risk
EMP_7313,52.0,Operations,Support Specialist,14901.0,17,8,3.0,4,4,39.09,Low Risk
EMP_1185,33.0,Unknown,Support Specialist,17683.0,6,0,3.0,2,4,39.09,Low Risk
EMP_8199,55.0,Unknown,Marketing Executive,6598.0,15,0,2.0,3,2,39.09,Low Risk
EMP_9952,23.0,Legal,Operations Manager,22630.0,9,5,4.0,2,1,39.09,Low Risk
EMP_7601,53.0,Operations,Sales Executive,21318.0,20,8,1.0,4,4,39.09,Low Risk
EMP_7640,30.0,Human Resources,Sales Representative,5062.0,14,7,2.0,2,3,39.09,Low Risk
EMP_7341,26.0,Marketing,Manufacturing Director,4376.0,20,5,3.0,2,1,39.09,Low Risk
EMP_1575,29.0,Manufacturing,Software Engineer,15794.0,7,1,1.0,3,3,39.09,Low Risk
EMP_3182,58.0,Finance,Recruiter,10409.0,18,3,3.0,1,2,39.08,Low Risk
EMP_1510,26.0,Legal,Software Engineer,23890.0,13,5,2.0,1,2,39.08,Low Risk
EMP_4410,34.0,Legal,Paralegal,9879.0,9,6,1.0,1,4,39.08,Low Risk
EMP_5365,31.0,Finance,Recruiter,23982.0,1,0,4.0,4,4,39.07,Low Risk
EMP_9512,26.0,Manufacturing,Recruiter,12796.0,7,3,2.0,1,4,39.07,Low Risk
EMP_2730,43.0,Customer Support,Finance Analyst,6039.0,16,10,2.0,2,1,39.07,Low Risk
EMP_1479,53.0,Sales,Sales Executive,24007.0,4,2,1.0,3,4,39.07,Low Risk
EMP_4315,35.0,Operations,Operations Manager,18121.0,8,2,4.0,1,2,39.07,Low Risk
EMP_1497,43.0,Finance,Finance Analyst,4084.0,1,0,2.0,1,2,39.06,Low Risk
EMP_5394,39.0,Legal,Software Engineer,4507.0,18,0,4.0,2,4,39.06,Low Risk
EMP_3798,47.0,Finance,Customer Service Rep,15079.0,13,8,4.0,3,4,39.06,Low Risk
EMP_8840,34.0,Finance,Software Engineer,23402.0,13,4,1.0,4,3,39.06,Low Risk
EMP_5980,45.0,Unknown,Software Engineer,15476.0,20,5,3.0,3,3,39.06,Low Risk
EMP_7607,47.0,Manufacturing,Legal Counsel,17234.0,17,6,1.0,4,1,39.05,Low Risk
EMP_6832,57.0,Marketing,Finance Analyst,17575.0,12,0,4.0,3,2,39.05,Low Risk
EMP_4999,22.0,Manufacturing,Finance Analyst,10802.0,10,4,2.0,3,1,39.05,Low Risk
EMP_4070,45.0,IT,Sales Executive,9623.0,15,1,3.0,3,4,39.05,Low Risk
EMP_2093,37.0,Operations,Production Technician,8175.0,9,8,3.0,3,1,39.05,Low Risk
EMP_2349,32.0,Legal,Sales Executive,13150.0,11,1,1.0,4,4,39.04,Low Risk
EMP_1888,48.0,Unknown,Accountant,16017.0,12,4,1.0,2,1,39.04,Low Risk
EMP_4538,29.0,Manufacturing,Support Specialist,5038.0,5,5,2.0,4,1,39.04,Low Risk
EMP_6030,29.0,Marketing,Supply Chain Manager,21037.0,10,2,3.0,2,4,39.03,Low Risk
EMP_6562,30.0,Manufacturing,Recruiter,18787.0,11,3,2.0,3,1,39.03,Low Risk
EMP_9450,28.0,Finance,IT Manager,22983.0,10,0,4.0,4,4,39.02,Low Risk
EMP_5364,59.0,Unknown,Paralegal,3205.0,18,8,1.0,4,4,39.01,Low Risk
EMP_8368,28.0,Unknown,HR Manager,24419.0,8,4,2.0,2,2,39.0,Low Risk
EMP_9221,23.0,Sales,IT Manager,7675.0,6,4,3.0,1,3,39.0,Low Risk
EMP_8829,50.0,Human Resources,Customer Service Rep,20888.0,12,8,2.0,1,2,38.99,Low Risk
EMP_3216,32.0,Legal,Support Specialist,10774.0,1,0,3.0,2,4,38.98,Low Risk
EMP_1116,42.0,Customer Support,Support Specialist,14634.0,14,5,2.0,4,4,38.98,Low Risk
EMP_4918,35.0,Operations,Finance Analyst,3934.0,6,3,4.0,4,2,38.98,Low Risk
EMP_6985,53.0,Marketing,Software Engineer,3146.0,11,1,4.0,3,3,38.97,Low Risk
EMP_5877,49.0,Human Resources,Customer Service Rep,16650.0,19,4,2.0,2,2,38.97,Low Risk
EMP_3808,37.0,Marketing,Accountant,9198.0,17,10,4.0,3,1,38.97,Low Risk
EMP_1077,57.0,Sales,Software Engineer,9216.0,1,1,3.0,1,4,38.96,Low Risk
EMP_1274,41.0,Customer Support,Sales Executive,4597.0,4,2,3.0,3,3,38.96,Low Risk
EMP_9165,23.0,Human Resources,Support Specialist,12968.0,10,1,3.0,2,3,38.95,Low Risk
EMP_6336,50.0,Unknown,Sales Representative,21997.0,11,6,2.0,2,4,38.95,Low Risk
EMP_4817,43.0,Unknown,HR Manager,19697.0,10,6,3.0,3,2,38.95,Low Risk
EMP_5329,35.0,Finance,Production Technician,9425.0,6,4,4.0,4,4,38.94,Low Risk
EMP_1432,50.0,Legal,Paralegal,24863.0,7,0,4.0,3,4,38.93,Low Risk
EMP_9089,57.0,Operations,Sales Executive,16651.0,11,6,2.0,3,2,38.93,Low Risk
EMP_4454,32.0,Operations,Support Specialist,21318.0,10,3,2.0,3,3,38.92,Low Risk
EMP_4787,31.0,IT,Support Specialist,19767.0,3,0,3.0,1,2,38.92,Low Risk
EMP_6320,45.0,Marketing,IT Manager,8831.0,13,1,1.0,1,4,38.92,Low Risk
EMP_1650,54.0,IT,Marketing Executive,11588.0,20,6,3.0,1,4,38.91,Low Risk
EMP_6965,36.0,Sales,Manufacturing Director,6028.0,5,0,3.0,2,3,38.9,Low Risk
EMP_1565,44.0,Operations,IT Manager,7830.0,13,10,3.0,2,3,38.9,Low Risk
EMP_8433,59.0,Legal,Production Technician,13655.0,13,9,3.0,2,4,38.9,Low Risk
EMP_3730,42.0,Finance,Software Engineer,12687.0,10,7,4.0,4,3,38.9,Low Risk
EMP_7267,36.0,Unknown,IT Manager,3650.0,16,10,2.0,4,1,38.9,Low Risk
EMP_7069,57.0,Unknown,Customer Service Rep,3192.0,11,1,1.0,3,3,38.9,Low Risk
EMP_2729,51.0,Customer Support,Customer Service Rep,23579.0,11,6,4.0,4,4,38.9,Low Risk
EMP_7320,26.0,Sales,Production Technician,19091.0,20,10,1.0,4,1,38.9,Low Risk
EMP_5450,23.0,Legal,Research Scientist,8236.0,4,4,2.0,1,4,38.9,Low Risk
EMP_8808,30.0,Manufacturing,Finance Analyst,11250.0,13,2,4.0,3,2,38.89,Low Risk
EMP_3120,41.0,IT,Finance Analyst,21458.0,10,7,3.0,2,4,38.88,Low Risk
EMP_2479,50.0,Finance,Customer Service Rep,19604.0,13,9,3.0,1,1,38.88,Low Risk
EMP_5400,49.0,Sales,Manufacturing Director,8388.0,5,1,2.0,1,4,38.88,Low Risk
EMP_5854,44.0,Operations,Software Engineer,5642.0,7,4,2.0,2,2,38.88,Low Risk
EMP_6229,58.0,Manufacturing,Sales Executive,21812.0,8,8,2.0,3,4,38.88,Low Risk
EMP_2360,56.0,Sales,Legal Counsel,6399.0,13,0,3.0,1,2,38.88,Low Risk
EMP_9168,28.0,IT,Operations Manager,24627.0,13,7,2.0,1,4,38.88,Low Risk
EMP_1024,47.0,Human Resources,Customer Service Rep,17299.0,20,10,2.0,2,2,38.88,Low Risk
EMP_4882,58.0,Customer Support,Sales Executive,19948.0,7,2,4.0,3,3,38.88,Low Risk
EMP_9240,22.0,Marketing,Software Engineer,16807.0,3,3,3.0,3,2,38.88,Low Risk
EMP_5580,28.0,Sales,Finance Analyst,3515.0,4,3,4.0,2,1,38.87,Low Risk
EMP_2157,58.0,Sales,Production Technician,7800.0,2,1,4.0,1,4,38.87,Low Risk
EMP_4987,55.0,Finance,Paralegal,13974.5,20,10,2.0,4,2,38.86,Low Risk
EMP_8814,41.0,Operations,Recruiter,22785.0,12,7,3.0,3,3,38.86,Low Risk
EMP_8822,30.0,IT,HR Manager,13016.0,8,6,4.0,1,1,38.86,Low Risk
EMP_1923,34.0,Finance,IT Manager,14817.0,18,4,1.0,1,4,38.86,Low Risk
EMP_7775,32.0,Operations,Production Technician,19214.0,6,6,2.0,4,4,38.85,Low Risk
EMP_6532,55.0,Finance,Sales Representative,13650.0,18,2,3.0,1,4,38.85,Low Risk
EMP_2973,51.0,Manufacturing,Software Engineer,20166.0,11,5,1.0,3,2,38.85,Low Risk
EMP_3639,33.0,Legal,Customer Service Rep,3472.0,11,6,1.0,3,2,38.84,Low Risk
EMP_1380,52.0,IT,Marketing Executive,19345.0,12,4,2.0,3,1,38.83,Low Risk
EMP_7751,46.0,Sales,HR Manager,14159.0,3,3,1.0,1,4,38.83,Low Risk
EMP_8883,41.0,Legal,Recruiter,8797.0,20,2,3.0,1,4,38.83,Low Risk
EMP_9871,42.0,Operations,Finance Analyst,23330.0,18,5,4.0,1,4,38.83,Low Risk
EMP_3097,23.0,IT,Finance Analyst,13974.5,16,10,2.0,2,1,38.82,Low Risk
EMP_4147,57.0,Unknown,Customer Service Rep,18117.0,8,2,2.0,4,2,38.81,Low Risk
EMP_2377,50.0,Manufacturing,Sales Executive,21943.0,13,9,3.0,3,2,38.81,Low Risk
EMP_6263,41.0,Customer Support,Finance Analyst,24093.0,5,0,3.0,2,1,38.81,Low Risk
EMP_2386,55.0,Legal,Software Engineer,18235.0,16,7,1.0,2,1,38.81,Low Risk
EMP_3863,44.0,Manufacturing,Accountant,3453.0,13,8,4.0,1,1,38.81,Low Risk
EMP_7529,55.0,Human Resources,Legal Counsel,22556.0,15,2,2.0,2,4,38.81,Low Risk
EMP_6322,48.0,Customer Support,Recruiter,21026.0,16,10,2.0,1,1,38.81,Low Risk
EMP_3883,46.0,Legal,Finance Analyst,14333.0,12,2,4.0,2,3,38.8,Low Risk
EMP_4402,48.0,Finance,Operations Manager,8255.0,2,2,4.0,1,1,38.79,Low Risk
EMP_5515,41.0,Customer Support,Manufacturing Director,12914.0,11,3,3.0,4,2,38.79,Low Risk
EMP_6236,22.0,Sales,Manufacturing Director,7588.0,18,5,1.0,2,3,38.79,Low Risk
EMP_1957,53.0,Human Resources,Research Scientist,6292.0,17,6,2.0,1,4,38.78,Low Risk
EMP_6892,33.0,Legal,IT Manager,7112.0,11,8,4.0,3,2,38.78,Low Risk
EMP_2353,48.0,Sales,Manufacturing Director,6736.0,11,7,1.0,4,2,38.78,Low Risk
EMP_2982,51.0,Unknown,HR Manager,17269.0,11,10,4.0,1,3,38.78,Low Risk
EMP_5991,33.0,Legal,Support Specialist,13630.0,11,5,4.0,1,1,38.77,Low Risk
EMP_7677,38.0,Manufacturing,Software Engineer,7077.0,13,1,3.0,2,4,38.77,Low Risk
EMP_6896,45.0,Unknown,IT Manager,5998.0,1,1,4.0,4,4,38.77,Low Risk
EMP_2834,44.0,Sales,IT Manager,14766.0,19,8,3.0,1,3,38.77,Low Risk
EMP_3572,56.0,Unknown,Finance Analyst,4325.0,2,1,2.0,2,1,38.76,Low Risk
EMP_8688,36.0,IT,Software Engineer,14203.0,4,4,2.0,2,4,38.76,Low Risk
EMP_7072,34.0,Sales,Production Technician,12486.0,1,1,4.0,1,1,38.76,Low Risk
EMP_2302,46.0,Unknown,Production Technician,11132.0,20,3,2.0,2,3,38.76,Low Risk
EMP_1071,55.0,Legal,Support Specialist,7636.0,5,4,2.0,3,1,38.76,Low Risk
EMP_3694,22.0,Sales,IT Manager,6362.0,16,6,1.0,2,3,38.76,Low Risk
EMP_9621,26.0,IT,Finance Analyst,10568.0,3,2,3.0,3,1,38.75,Low Risk
EMP_1890,30.0,Sales,Support Specialist,24957.0,1,1,4.0,3,1,38.75,Low Risk
EMP_2148,54.0,Manufacturing,Legal Counsel,11521.0,12,6,2.0,2,1,38.75,Low Risk
EMP_7879,43.0,Marketing,Manufacturing Director,19320.0,6,5,1.0,3,2,38.75,Low Risk
EMP_3320,44.0,Human Resources,Production Technician,13770.0,1,0,3.0,3,2,38.75,Low Risk
EMP_7344,26.0,Finance,Sales Executive,14612.0,6,4,2.0,4,3,38.75,Low Risk
EMP_9340,44.0,Human Resources,Support Specialist,11371.0,9,5,1.0,3,2,38.74,Low Risk
EMP_3407,56.0,Legal,Manufacturing Director,14999.0,19,6,2.0,3,2,38.74,Low Risk
EMP_5496,52.0,Manufacturing,Sales Executive,24736.0,2,0,3.0,4,2,38.73,Low Risk
EMP_1982,31.0,Sales,Manufacturing Director,7365.0,13,0,3.0,1,3,38.73,Low Risk
EMP_2668,45.0,Unknown,Legal Counsel,13967.0,14,0,1.0,3,4,38.73,Low Risk
EMP_7764,57.0,Finance,Legal Counsel,19432.0,15,4,2.0,2,1,38.72,Low Risk
EMP_3618,52.0,Marketing,Support Specialist,7144.0,16,10,1.0,2,1,38.72,Low Risk
EMP_4895,43.0,IT,Marketing Executive,3944.0,17,8,2.0,4,3,38.72,Low Risk
EMP_1947,22.0,Manufacturing,Marketing Executive,22328.0,7,4,2.0,2,2,38.72,Low Risk
EMP_2670,43.0,Legal,Marketing Executive,11751.0,4,2,4.0,2,3,38.72,Low Risk
EMP_4716,54.0,Finance,Customer Service Rep,13829.0,13,7,3.0,2,1,38.71,Low Risk
EMP_6659,30.0,Sales,Customer Service Rep,4037.0,7,4,2.0,2,3,38.71,Low Risk
EMP_1428,59.0,Finance,Recruiter,9390.0,20,0,2.0,1,4,38.7,Low Risk
EMP_2784,58.0,Marketing,Finance Analyst,14025.0,10,1,2.0,1,1,38.7,Low Risk
EMP_1036,60.0,Unknown,Research Scientist,12396.0,10,6,4.0,1,2,38.7,Low Risk
EMP_3441,39.0,Unknown,Research Scientist,17567.0,12,6,1.0,3,1,38.7,Low Risk
EMP_8590,41.0,Sales,Customer Service Rep,8144.0,4,4,3.0,2,1,38.7,Low Risk
EMP_6565,52.0,Human Resources,Software Engineer,22942.0,8,3,2.0,2,4,38.69,Low Risk
EMP_2782,35.0,Marketing,Staff,19498.0,18,8,4.0,3,2,38.69,Low Risk
EMP_5896,31.0,Human Resources,Sales Executive,11133.0,12,6,1.0,2,1,38.69,Low Risk
EMP_4407,38.0,Sales,Marketing Executive,7223.0,5,3,2.0,4,2,38.69,Low Risk
EMP_5230,56.0,Finance,HR Manager,21063.0,9,7,1.0,1,3,38.69,Low Risk
EMP_4747,25.0,Marketing,Manufacturing Director,18490.0,3,1,3.0,3,3,38.68,Low Risk
EMP_7526,23.0,Sales,Accountant,5980.0,12,5,1.0,4,3,38.68,Low Risk
EMP_4879,46.0,Manufacturing,Production Technician,19279.0,10,7,1.0,4,1,38.68,Low Risk
EMP_7973,32.0,Operations,Manufacturing Director,13974.5,1,1,1.0,3,2,38.68,Low Risk
EMP_7125,57.0,Operations,Production Technician,11033.0,15,4,4.0,1,4,38.67,Low Risk
EMP_8567,34.0,Manufacturing,Paralegal,24433.0,13,9,3.0,1,1,38.67,Low Risk
EMP_4826,22.0,Sales,Customer Service Rep,13974.5,19,3,4.0,2,1,38.67,Low Risk
EMP_1679,38.0,Finance,Recruiter,8478.0,8,7,2.0,3,3,38.67,Low Risk
EMP_4665,58.0,IT,Finance Analyst,14760.0,18,7,4.0,4,3,38.67,Low Risk
EMP_9319,25.0,Marketing,Accountant,20445.0,7,5,2.0,4,4,38.66,Low Risk
EMP_7569,24.0,Sales,Manufacturing Director,13122.0,1,1,3.0,4,3,38.66,Low Risk
EMP_3037,27.0,Legal,Recruiter,10911.0,9,9,2.0,4,1,38.66,Low Risk
EMP_6384,59.0,Unknown,Software Engineer,13974.5,20,4,4.0,2,1,38.66,Low Risk
EMP_4566,25.0,Sales,Recruiter,19229.0,18,3,4.0,4,2,38.65,Low Risk
EMP_8136,25.0,Customer Support,Accountant,10064.0,9,9,4.0,4,2,38.65,Low Risk
EMP_6960,41.0,Unknown,Paralegal,4792.0,5,1,2.0,2,3,38.65,Low Risk
EMP_5369,45.0,Unknown,Supply Chain Manager,13974.5,13,2,4.0,1,4,38.65,Low Risk
EMP_5104,27.0,Research & Development,Marketing Manager,3702.0,7,5,2.0,1,3,38.65,Low Risk
EMP_9930,51.0,Operations,Sales Executive,11597.0,18,6,1.0,2,2,38.65,Low Risk
EMP_6266,41.0,Manufacturing,Customer Service Rep,13974.5,10,6,3.0,3,1,38.65,Low Risk
EMP_6237,49.0,Unknown,Sales Representative,15785.0,17,10,3.0,2,3,38.64,Low Risk
EMP_2574,29.0,Unknown,Sales Representative,6171.0,8,7,1.0,3,3,38.64,Low Risk
EMP_8911,27.0,Human Resources,Recruiter,17190.0,15,10,2.0,4,2,38.64,Low Risk
EMP_5509,52.0,Operations,Finance Analyst,3236.0,7,7,3.0,1,1,38.63,Low Risk
EMP_9374,26.0,Marketing,Marketing Executive,11349.0,16,7,3.0,4,4,38.63,Low Risk
EMP_1448,41.0,Finance,Accountant,19933.0,16,8,2.0,3,4,38.63,Low Risk
EMP_5430,29.0,Sales,Support Specialist,7401.0,2,1,2.0,1,4,38.62,Low Risk
EMP_5284,32.0,Marketing,Recruiter,23119.0,6,1,4.0,3,3,38.62,Low Risk
EMP_8684,54.0,Marketing,Marketing Executive,5134.0,12,0,1.0,1,3,38.62,Low Risk
EMP_9972,59.0,Unknown,Recruiter,22432.0,8,1,4.0,3,1,38.61,Low Risk
EMP_1600,58.0,Manufacturing,Accountant,9535.0,9,4,2.0,1,2,38.61,Low Risk
EMP_7149,37.0,Manufacturing,Support Specialist,10647.0,6,4,3.0,1,4,38.61,Low Risk
EMP_6513,45.0,Legal,Research Scientist,18303.0,14,8,1.0,1,4,38.61,Low Risk
EMP_1841,34.0,Sales,Customer Service Rep,6777.0,10,7,4.0,4,2,38.61,Low Risk
EMP_3670,39.0,Manufacturing,Finance Analyst,14092.0,18,0,3.0,1,4,38.6,Low Risk
EMP_2748,25.0,Unknown,Sales Executive,23415.0,10,5,4.0,4,1,38.6,Low Risk
EMP_4650,45.0,Sales,Finance Analyst,6614.0,11,6,3.0,2,3,38.6,Low Risk
EMP_3917,40.0,Finance,Sales Executive,11265.0,11,6,2.0,4,4,38.6,Low Risk
EMP_7240,35.0,Human Resources,IT Manager,21483.0,11,10,3.0,3,3,38.59,Low Risk
EMP_2333,42.0,Marketing,Accountant,17559.0,8,7,4.0,4,3,38.59,Low Risk
EMP_3417,27.0,Finance,IT Manager,17465.0,20,3,2.0,2,3,38.58,Low Risk
EMP_7247,28.0,Legal,Sales Representative,15915.0,8,0,4.0,1,3,38.58,Low Risk
EMP_8756,44.0,Finance,Sales Executive,15397.0,12,0,2.0,3,2,38.58,Low Risk
EMP_7242,33.0,Finance,Support Specialist,6143.0,12,0,1.0,2,3,38.58,Low Risk
EMP_4487,50.0,Finance,Recruiter,13974.5,1,0,1.0,1,3,38.58,Low Risk
EMP_2249,54.0,Unknown,Recruiter,14177.0,20,2,3.0,4,4,38.58,Low Risk
EMP_7698,37.0,IT,Software Engineer,3067.0,2,2,3.0,2,2,38.56,Low Risk
EMP_7168,42.0,Sales,Production Technician,3933.0,15,0,2.0,1,4,38.56,Low Risk
EMP_6403,54.0,Customer Support,Customer Service Rep,14821.0,12,7,4.0,2,1,38.56,Low Risk
EMP_3074,46.0,Unknown,Sales Representative,6467.0,4,1,4.0,1,2,38.55,Low Risk
EMP_5586,25.0,Sales,Recruiter,7689.0,7,3,3.0,4,3,38.55,Low Risk
EMP_2934,28.0,Operations,Legal Counsel,15685.0,14,6,2.0,1,2,38.55,Low Risk
EMP_2345,49.0,Sales,Marketing Executive,13974.5,19,5,1.0,3,4,38.55,Low Risk
EMP_1801,29.0,Human Resources,Recruiter,13974.5,17,6,2.0,1,3,38.55,Low Risk
EMP_7061,29.0,Marketing,HR Manager,10182.0,7,3,4.0,1,3,38.55,Low Risk
EMP_1864,53.0,Finance,IT Manager,11121.0,13,10,2.0,3,3,38.55,Low Risk
EMP_5842,46.0,Manufacturing,Operations Manager,8277.0,6,6,3.0,3,1,38.54,Low Risk
EMP_3761,60.0,Human Resources,Manufacturing Director,8544.0,1,1,3.0,1,1,38.54,Low Risk
EMP_9391,57.0,Manufacturing,Sales Executive,4696.0,13,3,2.0,1,1,38.53,Low Risk
EMP_4788,42.0,Human Resources,Marketing Executive,20699.0,3,1,2.0,4,3,38.53,Low Risk
EMP_5593,48.0,Marketing,Operations Manager,13511.0,9,0,4.0,1,4,38.53,Low Risk
EMP_6040,54.0,Human Resources,Marketing Executive,24682.0,7,3,3.0,3,3,38.52,Low Risk
EMP_8419,51.0,Manufacturing,Software Engineer,9440.0,6,0,4.0,3,4,38.52,Low Risk
EMP_9509,41.0,Marketing,Operations Manager,8884.0,10,10,1.0,4,3,38.52,Low Risk
EMP_7864,24.0,IT,Recruiter,13009.0,6,1,4.0,1,3,38.52,Low Risk
EMP_9579,51.0,Human Resources,Manufacturing Director,4650.0,15,5,1.0,4,2,38.52,Low Risk
EMP_8009,27.0,Sales,Legal Counsel,20060.0,8,6,2.0,4,1,38.52,Low Risk
EMP_5294,29.0,Operations,Legal Counsel,7283.0,4,3,4.0,2,3,38.52,Low Risk
